session_id,epoch,loss
12,4,0.00100818
12,5,0.00099402
12,6,0.00098009
12,7,0.00096637
12,8,0.00095286
12,9,0.00093956
13,0,0.00095470
13,1,0.00094155
13,2,0.00092858
13,3,0.00091577
13,4,0.00090313
13,5,0.00089065
13,6,0.00087834
13,7,0.00086620
13,8,0.00085422
13,9,0.00084241
1,0,0.00084420
1,1,0.00084252
1,2,0.00083941
1,3,0.00083510
1,4,0.00082978
1,5,0.00082363
1,6,0.00081678
1,7,0.00080935
1,8,0.00080147
1,9,0.00079320
2,0,0.00082685
2,1,0.00081773
2,2,0.00080840
2,3,0.00079889
2,4,0.00078926
2,5,0.00077954
2,6,0.00076978
2,7,0.00075999
2,8,0.00075020
2,9,0.00074044
3,0,0.00067307
3,1,0.00066388
3,2,0.00065481
3,3,0.00064586
3,4,0.00063702
3,5,0.00062829
3,6,0.00061968
3,7,0.00061119
3,8,0.00060281
3,9,0.00059454
4,0,0.00051241
4,1,0.00050521
4,2,0.00049818
4,3,0.00049132
4,4,0.00048461
4,5,0.00047804
4,6,0.00047160
4,7,0.00046529
4,8,0.00045909
4,9,0.00045300
1,0,0.00095407
1,1,0.00095215
1,2,0.00094861
1,3,0.00094370
1,4,0.00093764
1,5,0.00093062
1,6,0.00092281
1,7,0.00091435
1,8,0.00090536
1,9,0.00089594
1,0,0.00048969
1,1,0.00048871
1,2,0.00048691
1,3,0.00048440
1,4,0.00048131
1,5,0.00047773
1,6,0.00047375
1,7,0.00046943
1,8,0.00046484
1,9,0.00046003
2,0,0.00046144
2,1,0.00045629
2,2,0.00045104
2,3,0.00044570
2,4,0.00044030
2,5,0.00043487
2,6,0.00042942
2,7,0.00042396
2,8,0.00041851
2,9,0.00041308
3,0,0.00032799
3,1,0.00032366
3,2,0.00031946
3,3,0.00031537
3,4,0.00031138
3,5,0.00030749
3,6,0.00030368
3,7,0.00029996
3,8,0.00029631
3,9,0.00029273
4,0,0.00035442
4,1,0.00035237
4,2,0.00035044
4,3,0.00034862
4,4,0.00034688
4,5,0.00034523
4,6,0.00034365
4,7,0.00034213
4,8,0.00034066
4,9,0.00033925
5,0,0.00384210
5,1,0.00384763
5,2,0.00384394
5,3,0.00383245
5,4,0.00381439
5,5,0.00379103
5,6,0.00376315
5,7,0.00373152
5,8,0.00369682
5,9,0.00366098
6,0,0.00235144
6,1,0.00232387
6,2,0.00229594
6,3,0.00226775
6,4,0.00223940
6,5,0.00221097
6,6,0.00218253
6,7,0.00215414
6,8,0.00212585
6,9,0.00209770
7,0,0.00202319
7,1,0.00199596
7,2,0.00196900
7,3,0.00194235
7,4,0.00191599
7,5,0.00188994
7,6,0.00186420
7,7,0.00183878
7,8,0.00181367
7,9,0.00178889
8,0,0.00168897
8,1,0.00166543
8,2,0.00164225
8,3,0.00161941
8,4,0.00159691
8,5,0.00157475
8,6,0.00155290
8,7,0.00153137
8,8,0.00151015
8,9,0.00148924
9,0,0.00135374
9,1,0.00133516
9,2,0.00131700
9,3,0.00129924
9,4,0.00128185
9,5,0.00126480
9,6,0.00124809
9,7,0.00123168
9,8,0.00121557
9,9,0.00119973
10,0,0.00066041
10,1,0.00065106
10,2,0.00064191
10,3,0.00063295
10,4,0.00062415
10,5,0.00061551
10,6,0.00060702
10,7,0.00059868
10,8,0.00059048
10,9,0.00058242
11,0,0.00064686
11,1,0.00064154
11,2,0.00063634
11,3,0.00063126
11,4,0.00062628
11,5,0.00062139
11,6,0.00061658
11,7,0.00061186
11,8,0.00060718
11,9,0.00060256
12,0,0.00036778
12,1,0.00036340
12,2,0.00035898
12,3,0.00035454
12,4,0.00035007
12,5,0.00034561
12,6,0.00034115
12,7,0.00033670
12,8,0.00033226
12,9,0.00032786
1,0,0.00034667
1,1,0.00034587
1,2,0.00034439
1,3,0.00034235
1,4,0.00033984
1,5,0.00033693
1,6,0.00033371
1,7,0.00033022
1,8,0.00032653
1,9,0.00032267
2,0,0.00050267
2,1,0.00049815
2,2,0.00049345
2,3,0.00048860
2,4,0.00048364
2,5,0.00047862
2,6,0.00047355
2,7,0.00046847
2,8,0.00046338
2,9,0.00045832
3,0,0.00040053
3,1,0.00039549
3,2,0.00039050
3,3,0.00038555
3,4,0.00038066
3,5,0.00037582
3,6,0.00037105
3,7,0.00036634
3,8,0.00036171
3,9,0.00035714
4,0,0.00033407
4,1,0.00033003
4,2,0.00032606
4,3,0.00032217
4,4,0.00031835
4,5,0.00031460
4,6,0.00031092
4,7,0.00030731
4,8,0.00030375
4,9,0.00030026
5,0,0.00024390
5,1,0.00024071
5,2,0.00023758
5,3,0.00023450
5,4,0.00023148
5,5,0.00022850
5,6,0.00022558
5,7,0.00022270
5,8,0.00021987
5,9,0.00021709
6,0,0.00020176
6,1,0.00019927
6,2,0.00019682
6,3,0.00019442
6,4,0.00019207
6,5,0.00018975
6,6,0.00018748
6,7,0.00018524
6,8,0.00018304
6,9,0.00018087
7,0,0.00019410
7,1,0.00019192
7,2,0.00018976
7,3,0.00018762
7,4,0.00018551
7,5,0.00018342
7,6,0.00018136
7,7,0.00017932
7,8,0.00017731
7,9,0.00017532
8,0,0.00029525
8,1,0.00029321
8,2,0.00029116
8,3,0.00028910
8,4,0.00028705
8,5,0.00028500
8,6,0.00028296
8,7,0.00028094
8,8,0.00027892
8,9,0.00027693
9,0,0.00016925
9,1,0.00016752
9,2,0.00016583
9,3,0.00016418
9,4,0.00016255
9,5,0.00016095
9,6,0.00015938
9,7,0.00015784
9,8,0.00015632
9,9,0.00015482
