timestamp_ms,z1,z2,z3,z4,ground_truth_label
103664,0.000000,0.000000,0.017423,0.000000,0
103918,0.000000,0.000000,0.017585,0.000000,0
104174,0.000000,0.000000,0.016926,0.000000,0
104430,0.000000,0.000000,0.017955,0.000000,0
104687,0.000000,0.000000,0.017336,0.000000,0
104947,0.000000,0.000000,0.017850,0.000000,0
105196,0.000000,0.000000,0.017190,0.000000,0
105446,0.000000,0.000000,0.017414,0.000000,0
105695,0.000000,0.000000,0.017646,0.000000,0
105951,0.000000,0.000000,0.017256,0.000000,0
106211,0.000000,0.000000,0.017500,0.000000,0
106469,0.000000,0.000000,0.017125,0.000000,0
106726,0.000000,0.000000,0.017921,0.000000,0
106974,0.000000,0.000000,0.017602,0.000000,0
107337,0.000000,0.000000,0.017699,0.000000,0
107595,0.000000,0.000000,0.018102,0.000000,0
107842,0.000000,0.000000,0.017561,0.000000,0
108101,0.000000,0.000000,0.017635,0.000000,0
108357,0.000000,0.000000,0.017642,0.000000,0
108615,0.000000,0.000000,0.017736,0.000000,0
108869,0.000000,0.000000,0.018045,0.000000,0
109124,0.000000,0.000000,0.017165,0.000000,0
109379,0.000000,0.000000,0.017538,0.000000,0
109637,0.000000,0.000000,0.017751,0.000000,0
109884,0.000000,0.000000,0.017541,0.000000,0
110135,0.000000,0.000000,0.017946,0.000000,0
110391,0.000000,0.000000,0.018004,0.000000,0
110647,0.000000,0.000000,0.017808,0.000000,0
110896,0.000000,0.000000,0.017621,0.000000,0
111156,0.000000,0.000000,0.017859,0.000000,0
111519,0.000000,0.000000,0.018151,0.000000,0
111784,0.000000,0.000000,0.018162,0.000000,0
112033,0.000000,0.000000,0.018523,0.000000,0
112287,0.000000,0.000000,0.017758,0.000000,0
112543,0.000000,0.000000,0.017914,0.000000,0
112798,0.000000,0.000000,0.017763,0.000000,0
113054,0.000000,0.000000,0.016759,0.000000,0
113310,0.000000,0.000000,0.017329,0.000000,0
113563,0.000000,0.000000,0.017017,0.000000,0
113818,0.000000,0.000000,0.018075,0.000000,0
114079,0.000000,0.000000,0.017266,0.000000,0
114333,0.000000,0.000000,0.017415,0.000000,0
114595,0.000000,0.000000,0.018107,0.000000,0
114848,0.000000,0.000000,0.017964,0.000000,0
115103,0.000000,0.000000,0.018167,0.000000,0
115360,0.000000,0.000000,0.018076,0.000000,0
115737,0.000000,0.000000,0.018569,0.000000,0
115995,0.000000,0.000000,0.018534,0.000000,0
116251,0.000000,0.000000,0.018487,0.000000,0
116505,0.000000,0.000000,0.017531,0.000000,0
116753,0.000000,0.000000,0.018551,0.000000,0
117010,0.000000,0.000000,0.018433,0.000000,0
117268,0.000000,0.000000,0.018570,0.000000,0
117524,0.000000,0.000000,0.018683,0.000000,0
117781,0.000000,0.000000,0.018342,0.000000,0
118037,0.000000,0.000000,0.017899,0.000000,0
118288,0.000000,0.000000,0.017798,0.000000,0
118549,0.000000,0.000000,0.017358,0.000000,0
118810,0.000000,0.000000,0.018168,0.000000,0
119067,0.000000,0.000000,0.017593,0.000000,0
119323,0.000000,0.000000,0.018159,0.000000,0
119584,0.000000,0.000000,0.018519,0.000000,0
119954,0.000000,0.000000,0.018099,0.000000,0
120209,0.000000,0.000000,0.018661,0.000000,0
120469,0.000000,0.000000,0.018642,0.000000,0
120723,0.000000,0.000000,0.018473,0.000000,0
120982,0.000000,0.000000,0.018489,0.000000,0
121235,0.000000,0.000000,0.018586,0.000000,0
121486,0.000000,0.000000,0.018366,0.000000,0
121744,0.000000,0.000000,0.018609,0.000000,0
121997,0.000000,0.000000,0.018376,0.000000,0
122244,0.000000,0.000000,0.018413,0.000000,0
122498,0.000000,0.000000,0.018578,0.000000,0
122754,0.000000,0.000000,0.018436,0.000000,0
123008,0.000000,0.000000,0.018998,0.000000,0
123264,0.000000,0.000000,0.018546,0.000000,0
123534,0.000000,0.000000,0.018516,0.000000,0
123833,0.000000,0.000000,0.018749,0.000000,0
124204,0.000000,0.000000,0.019049,0.000000,0
124466,0.000000,0.000000,0.018612,0.000000,0
124714,0.000000,0.000000,0.018544,0.000000,0
124964,0.000000,0.000000,0.018777,0.000000,0
125239,0.000000,0.000000,0.018862,0.000000,0
125495,0.000000,0.000000,0.019183,0.000000,0
125743,0.000000,0.000000,0.018824,0.000000,0
125999,0.000000,0.000000,0.019237,0.000000,0
126254,0.000000,0.000000,0.019216,0.000000,0
126508,0.000000,0.000000,0.018435,0.000000,0
126765,0.000000,0.000000,0.019241,0.000000,0
127020,0.000000,0.000000,0.019213,0.000000,0
127285,0.000000,0.000000,0.018806,0.000000,0
127535,0.000000,0.000000,0.018987,0.000000,0
127784,0.000000,0.000000,0.018084,0.000000,0
128035,0.000000,0.000000,0.018962,0.000000,0
128405,0.000000,0.000000,0.018563,0.000000,0
128656,0.000000,0.000000,0.019295,0.000000,0
128905,0.000000,0.000000,0.019244,0.000000,0
129194,0.000000,0.000000,0.019318,0.000000,0
129445,0.000000,0.000000,0.019383,0.000000,0
129705,0.000000,0.000000,0.018795,0.000000,0
129955,0.000000,0.000000,0.018831,0.000000,0
130209,0.000000,0.000000,0.019179,0.000000,0
130466,0.000000,0.000000,0.019246,0.000000,0
130715,0.000000,0.000000,0.018799,0.000000,0
130966,0.000000,0.000000,0.018971,0.000000,0
131229,0.000000,0.000000,0.019073,0.000000,0
131487,0.000000,0.000000,0.019521,0.000000,0
131747,0.000000,0.000000,0.019164,0.000000,0
132004,0.000000,0.000000,0.019363,0.000000,0
132257,0.000000,0.000000,0.019082,0.000000,0
132621,0.000000,0.000000,0.019405,0.000000,0
132879,0.000000,0.000000,0.019482,0.000000,0
133134,0.000000,0.000000,0.019419,0.000000,0
133389,0.000000,0.000000,0.019233,0.000000,0
133646,0.000000,0.000000,0.019543,0.000000,0
133906,0.000000,0.000000,0.018704,0.000000,0
134154,0.000000,0.000000,0.019297,0.000000,0
134411,0.000000,0.000000,0.019023,0.000000,0
134677,0.000000,0.000000,0.019175,0.000000,0
134926,0.000000,0.000000,0.019019,0.000000,0
135187,0.000000,0.000000,0.019555,0.000000,0
135447,0.000000,0.000000,0.019384,0.000000,0
135695,0.000000,0.000000,0.019407,0.000000,0
135955,0.000000,0.000000,0.019214,0.000000,0
136212,0.000000,0.000000,0.018904,0.000000,0
136464,0.000000,0.000000,0.019153,0.000000,0
136836,0.000000,0.000000,0.019348,0.000000,0
137094,0.000000,0.000000,0.019672,0.000000,0
137349,0.000000,0.000000,0.018737,0.000000,0
137607,0.000000,0.000000,0.018992,0.000000,0
137868,0.000000,0.000000,0.019591,0.000000,0
138123,0.000000,0.000000,0.019336,0.000000,0
138378,0.000000,0.000000,0.019126,0.000000,0
138635,0.000000,0.000000,0.019048,0.000000,0
138889,0.000000,0.000000,0.019757,0.000000,0
139145,0.000000,0.000000,0.019576,0.000000,0
139398,0.000000,0.000000,0.019448,0.000000,0
139657,0.000000,0.000000,0.018857,0.000000,0
139905,0.000000,0.000000,0.019865,0.000000,0
140159,0.000000,0.000000,0.019589,0.000000,0
140417,0.000000,0.000000,0.019293,0.000000,0
140681,0.000000,0.000000,0.018918,0.000000,0
141055,0.000000,0.000000,0.019248,0.000000,0
141309,0.000000,0.000000,0.019470,0.000000,0
141565,0.000000,0.000000,0.019264,0.000000,0
141819,0.000000,0.000000,0.019769,0.000000,0
142078,0.000000,0.000000,0.020029,0.000000,0
142334,0.000000,0.000000,0.019654,0.000000,0
142598,0.000000,0.000000,0.019816,0.000000,0
142854,0.000000,0.000000,0.019438,0.000000,0
143109,0.000000,0.000000,0.019515,0.000000,0
143366,0.000000,0.000000,0.019654,0.000000,0
143624,0.000000,0.000000,0.019568,0.000000,0
143878,0.000000,0.000000,0.020017,0.000000,0
144140,0.000000,0.000000,0.019872,0.000000,0
144396,0.000000,0.000000,0.019750,0.000000,0
778,0.000000,0.000000,0.019712,0.000000,0
1037,0.000000,0.000000,0.019714,0.000000,0
1286,0.000000,0.000000,0.019522,0.000000,0
1541,0.000000,0.000000,0.019453,0.000000,0
1803,0.000000,0.000000,0.019848,0.000000,0
2057,0.000000,0.000000,0.019517,0.000000,0
2312,0.000000,0.000000,0.019132,0.000000,0
2568,0.000000,0.000000,0.019576,0.000000,0
2826,0.000000,0.000000,0.019348,0.000000,0
3081,0.000000,0.000000,0.019585,0.000000,0
3337,0.000000,0.000000,0.019609,0.000000,0
3591,0.000000,0.000000,0.019157,0.000000,0
3846,0.000000,0.000000,0.019331,0.000000,0
4100,0.000000,0.000000,0.019845,0.000000,0
4357,0.000000,0.000000,0.019059,0.000000,0
4612,0.000000,0.000000,0.017765,0.000000,0
4976,0.000000,0.000000,0.019843,0.000000,0
5236,0.000000,0.000000,0.019753,0.000000,0
5485,0.000000,0.000000,0.019530,0.000000,0
5740,0.000000,0.000000,0.019398,0.000000,0
5996,0.000000,0.000000,0.019592,0.000000,0
6251,0.000000,0.000000,0.019804,0.000000,0
6506,0.000000,0.000000,0.019405,0.000000,0
6762,0.000000,0.000000,0.019723,0.000000,0
7017,0.000000,0.000000,0.018999,0.000000,0
7268,0.000000,0.000000,0.019690,0.000000,0
7516,0.000000,0.000000,0.019287,0.000000,0
7771,0.000000,0.000000,0.019534,0.000000,0
8025,0.000000,0.000000,0.019732,0.000000,0
8280,0.000000,0.000000,0.019905,0.000000,0
8540,0.000000,0.000000,0.019455,0.000000,0
8797,0.000000,0.000000,0.019899,0.000000,0
9155,0.000000,0.000000,0.019400,0.000000,0
9414,0.000000,0.000000,0.019708,0.000000,0
9666,0.000000,0.000000,0.019500,0.000000,0
9919,0.000000,0.000000,0.019758,0.000000,0
10171,0.000000,0.000000,0.019986,0.000000,0
10426,0.000000,0.000000,0.019558,0.000000,0
10680,0.000000,0.000000,0.019637,0.000000,0
10937,0.000000,0.000000,0.019258,0.000000,0
11190,0.000000,0.000000,0.019236,0.000000,0
11447,0.000000,0.000000,0.019573,0.000000,0
11696,0.000000,0.000000,0.018612,0.000000,0
11950,0.000000,0.000000,0.018387,0.000000,0
12209,0.000000,0.000000,0.018387,0.000000,0
12466,0.000000,0.000000,0.019579,0.000000,0
12733,0.000000,0.000000,0.019353,0.000000,0
12986,0.000000,0.000000,0.020045,0.000000,0
13352,0.000000,0.000000,0.019224,0.000000,0
13608,0.000000,0.000000,0.019333,0.000000,0
13856,0.000000,0.000000,0.018662,0.000000,0
14111,0.000000,0.000000,0.019828,0.000000,0
14366,0.000000,0.000000,0.019769,0.000000,0
14621,0.000000,0.000000,0.018706,0.000000,0
14876,0.000000,0.000000,0.015398,0.000000,0
15137,0.000000,0.000000,0.019502,0.000000,0
15391,0.000000,0.000000,0.019541,0.000000,0
15646,0.000000,0.000000,0.019017,0.000000,0
15899,0.000000,0.000000,0.019702,0.000000,0
16146,0.000000,0.000000,0.019838,0.000000,0
16410,0.000000,0.000000,0.019512,0.000000,0
16667,0.000000,0.000000,0.018261,0.000000,0
16921,0.000000,0.000000,0.018375,0.000000,0
17183,0.000000,0.000000,0.019357,0.000000,0
17549,0.000000,0.000000,0.018803,0.000000,0
17806,0.000000,0.000000,0.019783,0.000000,0
18063,0.000000,0.000000,0.019106,0.000000,0
18328,0.000000,0.000000,0.017348,0.000000,0
18575,0.000000,0.000000,0.019893,0.000000,0
18829,0.000000,0.000000,0.019700,0.000000,0
19086,0.000000,0.000000,0.019340,0.000000,0
19341,0.000000,0.000000,0.018194,0.000000,0
19596,0.000000,0.000000,0.019747,0.000000,0
19852,0.015053,0.052511,0.000000,0.000000,0
921,0.000000,0.000000,0.020211,0.000000,0
1218,0.000000,0.000000,0.020083,0.000000,0
1468,0.000000,0.000000,0.020080,0.000000,0
1720,0.000000,0.000000,0.019517,0.000000,0
1970,0.000000,0.000000,0.019920,0.000000,0
2220,0.000000,0.000000,0.020185,0.000000,0
2468,0.000000,0.000000,0.019868,0.000000,0
2719,0.000000,0.000000,0.019981,0.000000,0
2969,0.000000,0.000000,0.020115,0.000000,0
3228,0.000000,0.000000,0.020088,0.000000,0
3477,0.000000,0.000000,0.019912,0.000000,0
3728,0.000000,0.000000,0.020149,0.000000,0
3978,0.000000,0.000000,0.020078,0.000000,0
4228,0.000000,0.000000,0.019994,0.000000,0
4480,0.000000,0.000000,0.019824,0.000000,0
4728,0.000000,0.000000,0.019825,0.000000,0
911,0.000000,0.000000,0.018882,0.000000,0
1168,0.000000,0.000000,0.018913,0.000000,0
1427,0.000000,0.000000,0.019712,0.000000,0
1677,0.000000,0.000000,0.019002,0.000000,0
1932,0.000000,0.000000,0.019154,0.000000,0
2191,0.000000,0.000000,0.019529,0.000000,0
2449,0.000000,0.000000,0.019172,0.000000,0
2710,0.000000,0.000000,0.019587,0.000000,0
2965,0.000000,0.000000,0.019617,0.000000,0
3233,0.000000,0.000000,0.019180,0.000000,0
3490,0.000000,0.000000,0.019115,0.000000,0
3746,0.000000,0.000000,0.018592,0.000000,0
4001,0.000000,0.000000,0.019124,0.000000,0
4256,0.000000,0.000000,0.019426,0.000000,0
4511,0.000000,0.000000,0.019245,0.000000,0
4766,0.000000,0.000000,0.019421,0.000000,0
5136,0.000000,0.000000,0.019598,0.000000,0
5387,0.000000,0.000000,0.019331,0.000000,0
5641,0.000000,0.000000,0.019803,0.000000,0
5896,0.000000,0.000000,0.019611,0.000000,0
6155,0.000000,0.000000,0.019664,0.000000,0
6411,0.000000,0.000000,0.018986,0.000000,0
6670,0.000000,0.000000,0.019222,0.000000,0
6927,0.000000,0.000000,0.019470,0.000000,0
7193,0.000000,0.000000,0.018851,0.000000,0
7452,0.000000,0.000000,0.019063,0.000000,0
7707,0.000000,0.000000,0.019448,0.000000,0
7955,0.000000,0.000000,0.019281,0.000000,0
8210,0.000000,0.000000,0.019682,0.000000,0
8465,0.000000,0.000000,0.019491,0.000000,0
8720,0.000000,0.000000,0.018396,0.000000,0
8979,0.000000,0.000000,0.019645,0.000000,0
9345,0.000000,0.000000,0.019023,0.000000,0
9601,0.000000,0.000000,0.015002,0.000000,0
9856,0.000000,0.000000,0.018865,0.000000,0
10112,0.000000,0.000000,0.019448,0.000000,0
10366,0.000000,0.000000,0.019617,0.000000,0
10620,0.000000,0.000000,0.017260,0.000000,0
10876,0.000000,0.000000,0.019255,0.000000,0
11139,0.000000,0.000000,0.018704,0.000000,0
11395,0.000000,0.000000,0.019486,0.000000,0
11653,0.000000,0.000000,0.019920,0.000000,0
11910,0.000000,0.000000,0.019259,0.000000,0
12170,0.000000,0.000000,0.018098,0.000000,0
12425,0.000000,0.000000,0.018961,0.000000,0
12680,0.000000,0.000000,0.019206,0.000000,0
12935,0.000000,0.000000,0.016276,0.000000,0
13190,0.000000,0.000000,0.019770,0.000000,0
13560,0.000000,0.000000,0.018639,0.000000,0
13815,0.000000,0.000000,0.018036,0.000000,0
14070,0.000000,0.000000,0.015113,0.000000,0
14325,0.000000,0.000000,0.018736,0.000000,0
14582,0.000000,0.000000,0.019214,0.000000,0
14836,0.000000,0.000000,0.019441,0.000000,0
15098,0.000000,0.000000,0.019173,0.000000,0
15356,0.000000,0.000000,0.019437,0.000000,0
15611,0.000000,0.000000,0.019137,0.000000,0
15868,0.000000,0.000000,0.019954,0.000000,0
16119,0.000000,0.000000,0.018404,0.000000,0
16377,0.000000,0.000000,0.019826,0.000000,0
16625,0.000000,0.000000,0.009653,0.000000,0
16885,0.000000,0.000000,0.010645,0.000000,0
17138,0.000000,0.000000,0.012583,0.000000,0
17387,0.000000,0.000000,0.017949,0.000000,0
17756,0.000000,0.000000,0.018849,0.000000,0
18006,0.000000,0.000000,0.018783,0.000000,0
18259,0.000000,0.000000,0.019123,0.000000,0
18516,0.000000,0.000000,0.010385,0.000000,0
18770,0.000000,0.000000,0.019117,0.000000,0
19031,0.000000,0.000000,0.018981,0.000000,0
61277,0.000000,0.000000,0.009043,0.000000,0
61516,0.000000,0.000000,0.010550,0.000000,0
61771,0.000000,0.000000,0.010490,0.000000,0
62027,0.000000,0.000000,0.010543,0.000000,0
62275,0.000000,0.000000,0.010463,0.000000,0
62531,0.000000,0.000000,0.010482,0.000000,0
62786,0.000000,0.000000,0.010682,0.000000,0
63039,0.000000,0.000000,0.010577,0.000000,0
63296,0.000000,0.000000,0.010561,0.000000,0
63552,0.000000,0.000000,0.010470,0.000000,0
63806,0.000000,0.000000,0.010534,0.000000,0
64061,0.000000,0.000000,0.010561,0.000000,0
64322,0.000000,0.000000,0.010703,0.000000,0
64579,0.000000,0.000000,0.010652,0.000000,0
64835,0.000000,0.000000,0.010269,0.000000,0
65089,0.000000,0.000000,0.010291,0.000000,0
65457,0.000000,0.000000,0.011038,0.000000,0
65710,0.000000,0.000000,0.011047,0.000000,0
65966,0.000000,0.000000,0.010858,0.000000,0
66222,0.000000,0.000000,0.011093,0.000000,0
66481,0.000000,0.000000,0.010989,0.000000,0
66738,0.000000,0.000000,0.010983,0.000000,0
67002,0.000000,0.000000,0.010896,0.000000,0
67263,0.000000,0.000000,0.011131,0.000000,0
67522,0.000000,0.000000,0.011014,0.000000,0
67777,0.000000,0.000000,0.010784,0.000000,0
68034,0.000000,0.000000,0.011005,0.000000,0
68291,0.000000,0.000000,0.011008,0.000000,0
68545,0.000000,0.000000,0.010862,0.000000,0
68799,0.000000,0.000000,0.009274,0.000000,0
69046,0.000000,0.000000,0.008355,0.000000,0
69299,0.000000,0.000000,0.011137,0.000000,0
69668,0.000000,0.000000,0.010326,0.000000,0
69917,0.000000,0.000000,0.011428,0.000000,0
70166,0.000000,0.000000,0.011281,0.000000,0
70417,0.000000,0.000000,0.011616,0.000000,0
70669,0.000000,0.000000,0.011334,0.000000,0
70916,0.000000,0.000000,0.011290,0.000000,0
71172,0.000000,0.114802,0.000000,0.000000,0
71436,0.000000,0.000000,0.010015,0.000000,0
71691,0.000000,0.000000,0.010731,0.000000,0
71951,0.000000,0.000000,0.010912,0.000000,0
72206,0.000000,0.000000,0.011520,0.000000,0
72460,0.000000,0.000000,0.011468,0.000000,0
72716,0.000000,0.000000,0.011544,0.000000,0
72973,0.000000,0.000000,0.011221,0.000000,0
73233,0.000000,0.000000,0.011588,0.000000,0
73493,0.000000,0.182221,0.000000,0.000000,0
73756,0.000000,0.000000,0.009845,0.000000,0
74006,0.000000,0.000000,0.010972,0.000000,0
74365,0.000000,0.000000,0.011440,0.000000,0
74617,0.000000,0.000000,0.011779,0.000000,0
74871,0.000000,0.000000,0.011489,0.000000,0
75127,0.000919,0.000000,0.000000,0.000000,0
75381,0.000000,0.000000,0.011630,0.000000,0
75637,0.000000,0.000000,0.011506,0.000000,0
75892,0.000000,0.000000,0.011364,0.000000,0
76147,0.000000,0.000000,0.011520,0.000000,0
76406,0.000000,0.000000,0.011456,0.000000,0
76660,0.000000,0.000000,0.011530,0.000000,0
76916,0.000000,0.000000,0.011366,0.000000,0
77169,0.000000,0.000000,0.010896,0.000000,0
77418,0.000000,0.000000,0.009124,0.000000,0
77666,0.000000,0.000000,0.010426,0.000000,0
77921,0.000000,0.000000,0.008599,0.000000,0
78179,0.000000,0.000000,0.006850,0.000000,0
78547,0.000000,0.000000,0.010106,0.000000,0
78809,0.000000,0.000000,0.008398,0.000000,0
79066,0.000000,0.000000,0.005830,0.000000,0
79320,0.000000,0.000000,0.006193,0.000000,0
79577,0.000000,0.000000,0.006167,0.000000,0
79830,0.000000,0.000000,0.004809,0.000000,0
80088,0.000000,0.000000,0.004765,0.000000,0
80334,0.000000,0.000000,0.004936,0.000000,0
80589,0.000000,0.000000,0.005237,0.000000,0
80837,0.000000,0.000000,0.004119,0.000000,0
81102,0.000000,0.000000,0.000000,0.000000,0
81358,0.000000,0.000000,0.001368,0.000000,0
81606,0.000000,0.000000,0.004480,0.000000,0
81861,0.000000,0.000000,0.004449,0.000000,0
82115,0.000000,0.000000,0.004501,0.000000,0
82365,0.000000,0.000000,0.005707,0.000000,0
82739,0.000000,0.000000,0.004701,0.000000,0
82987,0.000000,0.000000,0.003982,0.000000,0
83240,0.000000,0.000000,0.009903,0.000000,0
83495,0.000000,0.000000,0.005867,0.000000,0
83749,0.000000,0.000000,0.008788,0.000000,0
84006,0.000000,0.000000,0.007864,0.000000,0
84256,0.000000,0.000000,0.007624,0.000000,0
84511,0.000000,0.018369,0.000000,0.000000,0
84766,0.000000,0.000000,0.000000,0.000000,0
85032,0.000000,0.000000,0.000000,0.000000,0
85287,0.000000,0.000000,0.000000,0.000000,0
85542,0.009380,0.000000,0.000000,0.000000,0
85800,0.012257,0.000000,0.002650,0.000000,0
86057,0.000000,0.000000,0.000000,0.000000,0
86310,0.001361,0.000000,0.000000,0.000000,0
86569,0.009767,0.000000,0.002074,0.000000,0
86947,0.000649,0.000000,0.002948,0.000000,0
87195,0.000000,0.000000,0.000000,0.000000,0
87451,0.000000,0.000000,0.000000,0.000000,0
87706,0.000000,0.000000,0.002108,0.000000,0
87960,0.000000,0.000000,0.000000,0.000000,0
88217,0.000720,0.000000,0.000474,0.000000,0
88471,0.008281,0.000000,0.002535,0.000000,0
88733,0.000000,0.000000,0.000000,0.000000,0
88991,0.000000,0.000000,0.000000,0.000000,0
89247,0.004637,0.000000,0.000000,0.000000,0
89495,0.000000,0.000000,0.000682,0.000000,0
89749,0.000574,0.000000,0.000000,0.000000,0
90042,0.003217,0.000000,0.000000,0.000000,0
90301,0.004488,0.000000,0.001383,0.000000,0
90557,0.005785,0.000000,0.000000,0.000000,0
90806,0.000000,0.000000,0.001077,0.000000,0
91178,0.000000,0.000000,0.000000,0.000000,0
930,0.000000,0.000000,0.000000,0.000000,0
1189,0.000000,0.000000,0.000000,0.000000,0
1442,0.000000,0.000000,0.000000,0.000000,0
1698,0.000000,0.000000,0.000000,0.000000,0
1953,0.000000,0.000000,0.000000,0.000000,0
2210,0.000000,0.000000,0.000000,0.000000,0
2468,0.000000,0.000000,0.000000,0.000000,0
2727,0.000000,0.000000,0.000000,0.000000,0
2983,0.000000,0.000000,0.000000,0.000000,0
3249,0.000000,0.000000,0.000000,0.000000,0
3504,0.000000,0.000000,0.000000,0.000000,0
3759,0.000000,0.156151,0.000000,0.000000,0
4013,0.002255,0.000000,0.000000,0.000000,0
4269,0.000000,0.000000,0.000000,0.000000,0
4524,0.000000,0.000000,0.000000,0.000000,0
4778,0.000000,0.000000,0.000000,0.000000,0
5035,0.000000,0.000000,0.000000,0.000000,0
5417,0.000000,0.000000,0.000000,0.000000,0
5673,0.001041,0.000000,0.000000,0.000000,0
5926,0.000000,0.020977,0.000000,0.000000,0
6175,0.000000,0.000000,0.000000,0.000000,0
6429,0.000000,0.156786,0.000000,0.000000,0
6694,0.000000,0.000000,0.000000,0.000000,0
6949,0.000000,0.000000,0.000000,0.000000,0
7205,0.000000,0.000000,0.000000,0.000000,0
7455,0.000000,0.000000,0.000000,0.000000,0
7710,0.000000,0.000000,0.000000,0.000000,0
7965,0.001851,0.000000,0.000000,0.000000,0
8214,0.000000,0.000000,0.000000,0.000000,0
8470,0.000000,0.000000,0.000000,0.000000,0
8730,0.000000,0.000000,0.000000,0.000000,0
8986,0.000000,0.000000,0.000000,0.000000,0
9239,0.000000,0.000000,0.000000,0.000000,0
9495,0.000000,0.000000,0.000000,0.000000,0
9854,0.000000,0.000000,0.000000,0.000000,0
10113,0.000000,0.000000,0.000000,0.000000,0
10369,0.000000,0.000000,0.000000,0.000000,0
10624,0.000000,0.000000,0.000000,0.000000,0
10876,0.000000,0.000000,0.000000,0.000000,0
11126,0.000000,0.006468,0.000000,0.000000,0
11372,0.000000,0.000000,0.000000,0.000000,0
11627,0.000000,0.000000,0.000000,0.000000,0
11885,0.000000,0.000000,0.000000,0.000000,0
12134,0.000000,0.000000,0.000000,0.000000,0
12390,0.000000,0.000000,0.000000,0.000000,0
12643,0.000000,0.000000,0.000000,0.000000,0
12895,0.006564,0.000000,0.000000,0.000000,0
13147,0.002447,0.000000,0.000000,0.000000,0
13394,0.000000,0.000000,0.000000,0.000000,0
13649,0.000000,0.000000,0.000000,0.000000,0
14015,0.000000,0.000000,0.000000,0.000000,0
14270,0.014022,0.000000,0.000000,0.000000,0
14524,0.008656,0.000000,0.000000,0.000000,0
14785,0.007167,0.000000,0.001232,0.000000,0
