timestamp_ms,ax,ay,az,gx,gy,gz
20616,0.0547,-0.0264,1.0432,0.1374,-2.5649,-0.8855
20626,0.0530,-0.0273,1.0430,0.3359,-2.5954,-0.8855
20636,0.0535,-0.0227,1.0471,0.2748,-2.6107,-0.7939
20646,0.0532,-0.0237,1.0449,0.0000,-2.4580,-0.7786
20656,0.0532,-0.0242,1.0396,-0.1374,-2.4885,-0.8702
20666,0.0527,-0.0254,1.0432,-0.1832,-2.5344,-0.8702
20676,0.0527,-0.0256,1.0425,-0.1221,-2.4885,-0.8244
20686,0.0530,-0.0288,1.0439,-0.1527,-2.4733,-0.7786
20696,0.0525,-0.0317,1.0422,0.0611,-2.4885,-0.7939
20706,0.0566,-0.0283,1.0442,0.3053,-2.5496,-0.8397
20716,0.0549,-0.0283,1.0396,-0.0305,-2.5496,-0.7786
20726,0.0540,-0.0256,1.0393,0.0153,-2.5038,-0.8092
20736,0.0557,-0.0266,1.0386,0.0916,-2.5038,-0.7786
20746,0.0566,-0.0227,1.0432,-0.3053,-2.3817,-0.7786
20756,0.0542,-0.0269,1.0398,-0.5191,-2.3817,-0.7939
20766,0.0537,-0.0298,1.0396,-0.2748,-2.4427,-0.7481
20776,0.0532,-0.0305,1.0420,0.3664,-2.5191,-0.7786
20786,0.0540,-0.0251,1.0425,0.7023,-2.6565,-0.8397
20796,0.0532,-0.0266,1.0410,0.2901,-2.6107,-0.8397
20806,0.0540,-0.0276,1.0398,-0.1985,-2.4733,-0.7786
20816,0.0522,-0.0278,1.0391,-0.5802,-2.4580,-0.7786
20826,0.0544,-0.0288,1.0442,-0.3817,-2.4122,-0.7634
20836,0.0527,-0.0295,1.0444,-0.0763,-2.4733,-0.8550
20846,0.0535,-0.0269,1.0444,0.1832,-2.4885,-0.8092
20859,0.0540,-0.0256,1.0400,0.0916,-2.5344,-0.7634
20867,0.0540,-0.0295,1.0400,-0.1679,-2.5191,-0.8092
20876,0.0544,-0.0283,1.0393,0.2595,-2.5802,-0.8092
20886,0.0542,-0.0244,1.0444,0.7634,-2.6870,-0.7481
20896,0.0542,-0.0205,1.0403,-0.1679,-2.4885,-0.7634
20906,0.0544,-0.0249,1.0415,-1.6489,-2.1374,-0.7481
20916,0.0518,-0.0264,1.0405,-1.5725,-2.1832,-0.7176
20926,0.0549,-0.0288,1.0422,-0.7939,-2.3206,-0.7634
20936,0.0540,-0.0271,1.0410,-0.8244,-2.3511,-0.7176
20946,0.0513,-0.0344,1.0398,-0.5802,-2.4427,-0.7634
20956,0.0527,-0.0288,1.0427,0.1679,-2.4885,-0.7634
20966,0.0520,-0.0286,1.0444,0.2748,-2.5191,-0.8092
20976,0.0537,-0.0298,1.0432,0.4885,-2.5038,-0.8092
20986,0.0547,-0.0281,1.0417,1.1298,-2.6565,-0.8397
20996,0.0554,-0.0276,1.0435,1.6183,-2.7939,-0.8855
21006,0.0530,-0.0239,1.0454,1.0229,-2.6718,-0.8244
21016,0.0547,-0.0295,1.0447,-0.0763,-2.5649,-0.8702
21026,0.0540,-0.0286,1.0420,-0.3969,-2.4580,-0.8397
21036,0.0525,-0.0266,1.0352,-0.1985,-2.3969,-0.7634
21046,0.0557,-0.0276,1.0403,-0.2290,-2.4733,-0.7939
21056,0.0513,-0.0305,1.0386,0.3664,-2.5802,-0.7939
21066,0.0542,-0.0247,1.0393,0.7634,-2.6412,-0.8550
21076,0.0518,-0.0251,1.0435,0.4580,-2.6107,-0.8244
21087,0.0537,-0.0276,1.0442,0.0458,-2.5191,-0.8397
21096,0.0535,-0.0278,1.0371,-0.2290,-2.4427,-0.8550
21106,0.0552,-0.0276,1.0403,0.2748,-2.4733,-0.7786
21116,0.0530,-0.0259,1.0435,0.2137,-2.5191,-0.8092
21126,0.0544,-0.0254,1.0391,-0.3664,-2.4427,-0.8092
21136,0.0525,-0.0281,1.0378,-0.3359,-2.4733,-0.7634
21146,0.0525,-0.0286,1.0403,-0.2137,-2.4580,-0.8092
21156,0.0515,-0.0300,1.0417,-0.0153,-2.5649,-0.7939
21166,0.0547,-0.0312,1.0430,0.1069,-2.6565,-0.7786
21176,0.0552,-0.0315,1.0403,0.3053,-2.6107,-0.8092
21186,0.0522,-0.0278,1.0376,0.3969,-2.6412,-0.7481
21202,0.0552,-0.0283,1.0413,0.8702,-2.5954,-0.8092
21210,0.0540,-0.0276,1.0447,0.9313,-2.6260,-0.8244
21216,0.0520,-0.0256,1.0420,0.4580,-2.5649,-0.8244
21226,0.0562,-0.0273,1.0435,-0.2748,-2.5191,-0.7939
21236,0.0569,-0.0278,1.0391,-0.3817,-2.5191,-0.7939
21246,0.0532,-0.0278,1.0388,-0.1374,-2.5802,-0.7786
21256,0.0544,-0.0273,1.0432,-0.0916,-2.5344,-0.7786
21266,0.0557,-0.0283,1.0391,-0.2901,-2.4427,-0.8244
21276,0.0552,-0.0295,1.0393,0.0000,-2.5344,-0.7939
21286,0.0513,-0.0315,1.0381,0.5038,-2.6107,-0.7939
21296,0.0525,-0.0327,1.0413,0.9618,-2.6565,-0.8397
21306,0.0530,-0.0291,1.0422,1.3282,-2.7634,-0.8397
21316,0.0540,-0.0266,1.0413,1.2672,-2.7176,-0.8702
21326,0.0525,-0.0266,1.0413,0.8702,-2.7023,-0.8550
21336,0.0527,-0.0264,1.0430,0.8092,-2.7176,-0.7939
21348,0.0547,-0.0242,1.0461,0.3053,-2.6412,-0.8092
21356,0.0520,-0.0266,1.0432,-0.1221,-2.5344,-0.7176
21366,0.0530,-0.0295,1.0408,-0.5191,-2.4580,-0.7939
21376,0.0544,-0.0288,1.0432,-0.0916,-2.5191,-0.7634
21386,0.0515,-0.0264,1.0452,-0.0305,-2.3969,-0.7939
21396,0.0552,-0.0298,1.0408,-0.7481,-2.2595,-0.7176
21406,0.0530,-0.0322,1.0410,-0.3053,-2.4580,-0.7328
21416,0.0557,-0.0286,1.0447,0.5344,-2.4885,-0.8244
21426,0.0544,-0.0256,1.0427,0.1221,-2.4580,-0.8244
21436,0.0530,-0.0271,1.0452,-0.3664,-2.4122,-0.7939
21446,0.0518,-0.0288,1.0388,-0.4580,-2.4275,-0.8244
21456,0.0520,-0.0303,1.0403,0.4275,-2.5802,-0.8550
21466,0.0554,-0.0264,1.0469,0.6412,-2.7023,-0.8244
21476,0.0557,-0.0266,1.0398,0.1679,-2.5802,-0.8397
21486,0.0535,-0.0300,1.0403,0.2290,-2.5496,-0.8244
21496,0.0542,-0.0286,1.0471,0.5954,-2.5802,-0.7786
21506,0.0559,-0.0273,1.0393,0.4733,-2.5649,-0.8702
21516,0.0549,-0.0286,1.0439,0.5191,-2.5802,-0.7939
21526,0.0547,-0.0242,1.0391,0.3206,-2.5802,-0.8550
21536,0.0532,-0.0269,1.0398,-0.1374,-2.5344,-0.8397
21546,0.0530,-0.0278,1.0393,-0.1221,-2.4580,-0.8244
21556,0.0547,-0.0264,1.0403,-0.1985,-2.5191,-0.8092
21566,0.0544,-0.0273,1.0435,-0.1832,-2.5038,-0.7786
21576,0.0549,-0.0330,1.0400,-0.0611,-2.5038,-0.8397
21586,0.0522,-0.0303,1.0376,0.4733,-2.5802,-0.8550
21600,0.0537,-0.0291,1.0413,0.6260,-2.6412,-0.7939
21606,0.0535,-0.0266,1.0459,0.6107,-2.6412,-0.8092
21616,0.0552,-0.0256,1.0381,0.5954,-2.6412,-0.8244
21626,0.0518,-0.0283,1.0364,0.3206,-2.4885,-0.7634
21636,0.0537,-0.0308,1.0374,0.4427,-2.6107,-0.7939
21646,0.0537,-0.0266,1.0415,0.7634,-2.6718,-0.8244
21656,0.0557,-0.0242,1.0420,0.3969,-2.6260,-0.8092
21666,0.0542,-0.0286,1.0439,-0.0763,-2.5344,-0.7481
21676,0.0537,-0.0242,1.0391,0.0763,-2.5496,-0.7328
21686,0.0522,-0.0276,1.0439,0.1832,-2.5496,-0.8092
21696,0.0525,-0.0271,1.0413,0.0153,-2.5344,-0.8092
21706,0.0498,-0.0300,1.0427,0.1221,-2.5344,-0.7939
21716,0.0552,-0.0293,1.0391,0.5954,-2.6870,-0.8550
21726,0.0554,-0.0259,1.0415,0.9618,-2.6718,-0.8244
21736,0.0566,-0.0261,1.0439,0.9313,-2.6718,-0.8855
21746,0.0557,-0.0276,1.0439,0.7328,-2.6107,-0.8397
21756,0.0564,-0.0242,1.0413,0.2290,-2.5649,-0.8244
21766,0.0564,-0.0217,1.0408,-0.8092,-2.3206,-0.7634
21776,0.0522,-0.0359,1.0396,-1.2214,-2.2748,-0.7481
21786,0.0537,-0.0295,1.0449,0.3969,-2.4580,-0.8244
21796,0.0552,-0.0261,1.0396,0.6565,-2.5802,-0.8092
21806,0.0547,-0.0269,1.0432,-0.3206,-2.5038,-0.8244
21816,0.0540,-0.0305,1.0391,0.3969,-2.5344,-0.8092
21826,0.0525,-0.0269,1.0413,0.8244,-2.7023,-0.8702
21836,0.0579,-0.0256,1.0437,0.9771,-2.7328,-0.8702
21850,0.0537,-0.0237,1.0417,0.3359,-2.5649,-0.7634
21856,0.0549,-0.0222,1.0437,-0.2290,-2.4885,-0.7481
21866,0.0488,-0.0254,1.0422,-0.7634,-2.4427,-0.7786
21876,0.0527,-0.0283,1.0417,-0.1374,-2.3664,-0.7634
21886,0.0513,-0.0208,1.0408,-0.3969,-2.3053,-0.7481
21896,0.0552,-0.0386,1.0408,-1.2061,-2.4580,-0.8092
21906,0.0525,-0.0308,1.0422,0.9771,-2.4885,-0.7481
21916,0.0520,-0.0229,1.0391,0.0153,-2.6565,-0.8092
21926,0.0537,-0.0337,1.0430,0.4885,-2.3817,-0.7939
21936,0.0525,-0.0195,1.0400,0.2137,-2.7176,-0.8092
21946,0.0500,-0.0374,1.0410,0.5649,-2.2443,-0.7481
21956,0.0549,-0.0339,1.0522,-0.0763,-3.0382,-0.8855
21966,0.0466,-0.0063,1.0251,1.4351,-1.9237,-0.7176
21976,0.0745,-0.0508,1.0757,-0.6870,-3.1450,-0.9313
21986,0.0337,-0.0107,1.0205,-0.0153,-2.4580,-0.7634
21996,0.0400,0.0000,1.0166,1.0687,-1.5267,-0.4580
22006,0.0955,-0.0659,1.1011,-0.6718,-3.4656,-0.8244
22016,0.0525,-0.0461,1.0564,-1.0076,-3.2214,-0.6718
22026,-0.0002,0.0107,0.9634,0.7176,-1.3130,-0.3664
22036,0.0317,-0.0010,0.9919,1.4656,-1.6336,-0.4885
22046,0.0830,-0.0232,1.0640,0.6870,-2.8092,-0.5344
22056,0.1067,-0.0344,1.1050,-0.3053,-3.3435,-0.2748
22066,0.1011,-0.0474,1.1084,-0.0305,-3.4198,-0.2137
22076,0.0964,-0.0508,1.1128,0.2290,-3.4046,-0.2901
22086,0.0898,-0.0496,1.1060,0.2901,-3.4046,-0.1985
22102,0.0881,-0.0242,1.1084,0.4580,-3.3282,0.0153
22107,0.0220,-0.0352,0.9812,0.5496,-1.9695,-0.1374
22116,0.0901,-0.0056,1.0867,0.5344,-3.1298,0.2901
22126,0.0371,-0.0725,1.0830,0.6260,-2.7939,0.1985
22136,0.0605,-0.0566,1.1318,0.4733,-3.2672,0.3664
22146,0.0835,-0.0039,1.0964,0.4580,-3.2214,0.5954
22156,0.0710,0.0146,0.9854,1.0076,-2.5649,0.8092
22166,0.0315,-0.0251,0.9624,1.1145,-2.1221,0.4275
22176,0.0315,-0.0725,1.0825,0.7634,-2.6107,0.2443
22186,0.0696,-0.0149,1.1226,0.5038,-3.1603,0.5954
22196,0.0703,0.0134,0.9695,0.7939,-2.4275,0.7634
22209,0.0266,-0.0591,1.0088,0.4275,-2.1679,0.3664
22217,0.0525,-0.0312,1.1396,0.3969,-2.9924,0.5954
22226,0.0706,0.0090,0.9653,1.2672,-2.5649,0.5344
22236,0.0310,-0.0720,1.0491,1.3282,-2.5191,0.0305
22246,0.0725,0.0176,1.1057,0.8702,-2.9771,0.4580
22256,0.0454,-0.0422,0.9443,0.4580,-2.2290,0.0916
22266,0.0542,-0.0320,1.1482,0.2595,-2.8702,-0.0153
22276,0.0603,-0.0120,0.9409,0.2595,-2.3053,0.3969
22286,0.0432,-0.0554,1.1360,0.3511,-2.6412,0.1221
22296,0.0635,-0.0059,0.9497,0.5038,-2.4733,0.4427
22306,0.0466,-0.0588,1.1392,0.5954,-2.7786,0.3206
22316,0.0586,-0.0115,0.9399,0.8397,-2.4275,0.5649
22326,0.0537,-0.0205,1.1443,-0.1221,-2.7328,0.4275
22336,0.0461,-0.0520,0.9534,-0.4275,-2.1985,0.4427
22346,0.0623,0.0300,1.0955,-0.3817,-2.7023,0.5802
22356,0.0466,-0.0881,1.0513,-0.2748,-2.3206,0.8397
22366,0.0588,0.0110,0.9692,-0.0763,-2.4885,0.8855
22376,0.0569,-0.0181,1.1316,-0.3511,-2.6718,0.8702
22386,0.0439,-0.0823,1.0078,-0.0305,-2.3969,0.9466
22396,0.0579,0.0178,0.9802,-0.1221,-2.5802,1.3893
22406,0.0596,-0.0042,1.1233,-0.6107,-2.7023,1.4351
22416,0.0510,-0.0938,1.0576,-1.1756,-2.2595,1.6489
22426,0.0498,-0.0251,0.9543,-1.3893,-2.3969,2.1832
22436,0.0554,0.0327,1.0364,-1.1908,-2.6107,2.6260
22446,0.0554,-0.0359,1.1233,-0.7176,-2.6260,3.0840
22456,0.0498,-0.0979,1.0630,0.1069,-2.4885,3.5267
22466,0.0496,-0.0215,0.9565,-0.1832,-2.5649,4.1832
22476,0.0515,0.0344,1.0015,0.7023,-2.7634,4.4733
22486,0.0562,0.0291,1.0933,2.2595,-3.0534,3.9084
22496,0.0549,-0.0310,1.1289,2.3969,-2.9771,3.3435
22506,0.0520,-0.0725,1.1016,2.7939,-2.9008,2.2595
22516,0.0479,-0.0820,1.0361,2.5344,-2.8550,1.5420
22526,0.0498,-0.0637,0.9844,2.3664,-2.8092,0.8550
22536,0.0413,-0.0369,0.9543,2.2748,-2.7939,0.1679
22546,0.0535,-0.0022,0.9473,0.8244,-2.6107,-0.3053
22556,0.0562,0.0127,0.9690,-0.0916,-2.4580,-0.9008
22599,0.0574,0.0354,1.0583,-0.7481,-2.4122,-0.4885
22606,0.0564,0.0359,1.0605,-0.3206,-2.4580,-0.3053
22616,0.0566,0.0393,1.0647,0.7786,-2.6565,0.2595
22626,0.0581,0.0454,1.0601,1.4198,-2.7023,-0.1527
22637,0.0559,0.0466,1.0496,0.9618,-2.6412,-0.0763
22646,0.0554,0.0415,1.0332,0.1527,-2.4885,-0.5802
22656,0.0542,0.0398,1.0110,-0.2901,-2.5038,0.0458
22666,0.0564,0.0286,0.9851,-0.5191,-2.4275,0.1221
22676,0.0540,0.0081,0.9673,-0.7481,-2.3206,0.2595
22686,0.0527,-0.0151,0.9575,-0.1527,-2.6260,0.7023
22696,0.0474,-0.0457,0.9609,-0.0611,-2.5344,0.4580
22706,0.0469,-0.0735,0.9795,0.0153,-2.3511,0.6260
22716,0.0549,-0.0991,1.0225,-0.0763,-2.4427,0.5649
22726,0.0559,-0.0911,1.0808,-0.2290,-2.5038,0.8397
22736,0.0552,-0.0547,1.1208,-0.1985,-2.4580,0.4885
22746,0.0564,-0.0105,1.1213,-1.0687,-2.3664,0.7023
22756,0.0557,0.0349,1.0830,-1.1908,-2.3206,0.8397
22766,0.0471,0.0334,1.0037,-0.5649,-2.5191,0.8397
22776,0.0493,-0.0132,0.9592,0.5496,-2.8244,0.7328
22786,0.0471,-0.0708,0.9783,1.0534,-2.8244,0.8244
22796,0.0510,-0.1001,1.0540,1.1450,-2.7939,0.7939
22806,0.0581,-0.0227,1.1243,0.1985,-2.5649,0.5344
22816,0.0542,0.0347,1.0547,-0.2595,-2.3969,0.9313
22826,0.0500,0.0020,0.9668,-0.4122,-2.3664,0.6260
22836,0.0496,-0.0784,0.9751,-0.4580,-2.4885,0.6412
22846,0.0547,-0.0955,1.0818,-0.2290,-2.4733,0.4580
22856,0.0532,-0.0120,1.1194,-0.0916,-2.5191,0.3664
22866,0.0544,0.0488,1.0349,-0.2595,-2.3206,-0.0916
22876,0.0520,-0.0203,0.9570,-0.6565,-2.3511,-0.4580
22886,0.0530,-0.1003,1.0303,-1.2061,-2.3359,-0.3969
22899,0.0549,-0.0430,1.1248,-1.3740,-2.2748,-0.1985
22906,0.0547,0.0359,1.0457,-1.2824,-2.2443,-0.0153
22916,0.0469,-0.0369,0.9558,-0.8092,-2.4580,0.2443
22926,0.0525,-0.1101,1.0532,0.3359,-2.5954,0.5191
22936,0.0579,-0.0171,1.1230,0.7939,-2.7023,0.5191
22946,0.0505,0.0288,0.9932,0.6412,-2.4885,1.0382
22956,0.0464,-0.0752,0.9819,0.5038,-2.6412,0.1069
22966,0.0532,-0.0647,1.1216,0.2748,-2.5649,-0.0611
22976,0.0510,0.0466,1.0488,-0.2748,-2.3511,-0.6565
22986,0.0510,-0.0508,0.9583,-0.4885,-2.4427,-0.5954
22996,0.0537,-0.0891,1.1006,-0.1832,-2.5954,-0.2443
23006,0.0552,0.0330,1.0691,-0.2595,-2.4275,0.1069
23016,0.0479,-0.0361,0.9624,-0.5191,-2.3511,0.1832
23026,0.0574,-0.0835,1.1030,-1.0382,-2.4122,0.2290
23036,0.0532,0.0378,1.0583,-1.7252,-2.1527,0.3664
23046,0.0491,-0.0549,0.9626,-1.6641,-2.2748,0.3969
23056,0.0522,-0.0657,1.1238,-0.7939,-2.4275,0.2137
23066,0.0537,0.0447,1.0139,-0.5191,-2.2901,-0.4275
23076,0.0513,-0.0898,1.0002,-0.7176,-2.4733,-0.7023
23086,0.0547,-0.0190,1.1245,-0.6565,-2.3969,-0.5191
23096,0.0500,0.0049,0.9653,-0.6565,-2.3053,-0.5649
23106,0.0552,-0.1003,1.0806,-0.6870,-2.3969,-0.5191
23116,0.0527,0.0396,1.0667,-1.1603,-2.1221,-0.4885
23126,0.0503,-0.0693,0.9807,-2.1679,-2.0916,-0.6870
23136,0.0547,-0.0327,1.1238,-2.7939,-1.9542,-0.4427
23146,0.0503,-0.0786,0.9875,-4.0763,-1.7557,-0.4885
23159,0.0537,-0.0322,1.1162,-4.3969,-1.7405,0.2595
23166,0.0481,-0.0276,0.9609,-4.0458,-1.8321,0.9008
23176,0.0554,-0.1008,1.1089,-2.5496,-2.2290,1.6794
23186,0.0464,0.0234,0.9961,-1.3893,-2.2137,2.3206
23196,0.0554,-0.1140,1.0513,-0.6412,-2.5496,3.0076
23206,0.0483,0.0378,1.0552,-0.5344,-2.5649,3.1908
23216,0.0525,-0.0908,0.9961,-0.7939,-2.5649,3.0076
23226,0.0520,0.0154,1.1001,-0.9618,-2.3511,2.1832
23236,0.0513,-0.0667,0.9763,-2.1221,-2.4122,2.1832
23246,0.0530,-0.0225,1.1194,-1.9084,-2.2748,2.4580
23256,0.0498,-0.0391,0.9714,-1.3740,-2.3206,1.5573
23266,0.0510,-0.0493,1.1233,-1.2977,-2.4427,1.9084
23276,0.0520,-0.0195,0.9648,-0.5496,-2.1679,2.1069
23286,0.0520,-0.0593,1.1206,0.0000,-2.5038,1.6183
23296,0.0520,-0.0044,0.9705,-0.0305,-2.1679,0.7176
23306,0.0513,-0.0583,1.1194,-0.3817,-2.1069,0.2443
23316,0.0505,-0.0002,0.9741,-0.8550,-1.6489,-1.2214
23326,0.0530,-0.0620,1.1174,-0.8702,-1.6489,-2.1221
23336,0.0542,-0.0168,0.9768,-0.5496,-0.9924,-2.8244
23346,0.0513,-0.0596,1.1150,0.1679,-0.8702,-2.5802
23356,0.0530,-0.0400,0.9739,0.5954,-0.4733,-2.4275
23366,0.0483,-0.0322,1.1062,0.5038,-0.3359,-2.1985
23376,0.0500,-0.0659,0.9707,0.2748,-0.2137,-1.9084
23386,0.0461,0.0000,1.0972,0.2443,-0.2901,-1.4504
23396,0.0503,-0.1013,0.9934,-0.1069,-0.2443,-1.1908
23406,0.0378,0.0251,1.0522,-0.3359,-0.7481,-0.3053
23418,0.0408,-0.0442,1.1016,-0.3359,-2.9618,1.5725
23426,0.0376,0.0237,1.0024,-0.1679,-3.5420,1.6794
23436,0.0481,-0.1045,1.0876,0.4580,-4.6565,2.3206
23446,0.0471,-0.0024,0.9690,0.9771,-5.0992,3.0687
23456,0.0493,-0.0347,1.1123,2.0611,-5.6031,2.9008
23466,0.0513,-0.0554,0.9766,1.0840,-5.3435,1.7099
23476,0.0493,0.0259,1.0850,0.8092,-5.1603,0.9924
23486,0.0513,-0.0317,1.1243,0.0458,-4.7328,0.5802
23496,0.0603,-0.0808,1.0034,0.7176,-3.2061,-0.4580
23506,0.0454,0.0356,1.0625,0.3817,-1.7405,0.0153
23516,0.0586,-0.1133,1.0703,-0.3969,-1.7099,-0.3511
23526,0.0527,0.0078,0.9819,-0.1985,-1.3435,0.1069
23536,0.0525,-0.0442,1.1167,-0.0763,-1.0382,0.3053
23546,0.0530,-0.0894,0.9841,-0.4427,-0.7328,0.6870
23556,0.0425,0.0332,1.0400,-0.1985,-1.0992,1.6794
23566,0.0479,-0.1045,1.0852,-0.3053,-2.1069,1.9084
23576,0.0447,-0.0239,0.9580,-1.2214,-2.9466,2.6260
23586,0.0435,0.0022,1.0830,-1.6947,-4.3817,3.2061
23596,0.0537,-0.1167,1.0293,-0.3359,-5.2977,2.6412
23606,0.0569,0.0142,1.0037,0.9313,-5.9389,1.8931
23616,0.0496,-0.0225,1.1279,4.2901,-3.1298,0.9008
23626,0.0525,-0.0828,0.9973,0.7634,-2.9924,0.6412
23636,0.0535,0.0352,1.0173,0.1374,-2.6870,-0.5954
23646,0.0493,-0.0564,1.1128,-0.3206,-2.4122,-0.7176
23656,0.0557,-0.0950,0.9939,-1.2824,-2.4580,-0.4885
23666,0.0449,0.0264,1.0171,-0.6870,-2.0305,0.5954
23679,0.0464,0.0281,1.0227,-0.2901,-2.4427,2.0458
23686,0.0554,-0.0867,0.9880,-0.0763,-2.4733,1.8626
23696,0.0471,0.0344,1.0159,-0.1221,-2.3664,2.2290
23706,0.0503,-0.0620,1.1177,-0.4275,-2.6718,2.4275
23716,0.0537,-0.0859,0.9944,-0.7176,-2.3511,2.2443
23726,0.0449,0.0322,0.9958,-0.4733,-2.3053,1.8626
23736,0.0505,-0.0393,1.1162,-0.1069,-2.7481,1.2061
23746,0.0515,-0.1040,1.0146,0.0153,-2.6107,0.6870
23756,0.0476,0.0059,0.9785,-0.0916,-2.7786,0.9618
23766,0.0491,-0.0129,1.1077,0.4733,-2.7939,1.3435
23776,0.0503,-0.0872,1.0647,0.1832,-2.7634,1.7557
23786,0.0554,-0.0317,0.9702,-1.0992,-2.5802,-1.1756
23796,0.0464,0.0347,1.0562,-2.2443,-1.7710,-0.0458
23806,0.0520,-0.0850,1.1125,-1.9237,-2.4427,-0.8092
23816,0.0493,-0.0952,0.9910,-1.5420,-1.9542,-0.4733
23826,0.0510,-0.1194,1.0303,-0.9313,-2.4427,-0.5191
23836,0.0518,-0.0142,0.9617,-0.0458,-2.3969,-0.7176
23846,0.0505,0.0237,1.0730,0.4733,-2.5038,-0.7176
23856,0.0491,-0.0820,1.1118,0.1527,-2.5344,-0.9771
23866,0.0515,-0.1047,1.0042,-0.1679,-2.4427,-1.0687
23876,0.0525,0.0061,0.9773,0.0305,-2.2901,-0.9160
