timestamp_ms,mse,threshold,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9
141808,0.020071,0.002938,0.0775,0.0218,0.0805,-0.0227,0.0587,0.0629,1.0339,0.0776,1.0369,1.2691
142070,0.072523,0.002938,0.0743,0.0246,0.0783,-0.0245,0.0506,0.0562,1.0296,0.1227,1.0369,1.4385
142336,0.222300,0.002938,0.0746,0.0312,0.0809,-0.0233,0.0476,0.0530,1.0431,0.1710,1.0570,1.7056
142602,0.327102,0.002938,0.0825,0.0309,0.0881,-0.0318,0.0488,0.0582,1.0469,0.1790,1.0621,1.8396
142860,0.796004,0.002938,0.0860,0.0512,0.1001,-0.0367,0.0538,0.0651,1.0307,0.2843,1.0691,2.2547
143130,0.942082,0.002938,0.0909,0.0556,0.1066,-0.0360,0.0673,0.0763,1.0529,0.3226,1.1012,2.3527
143387,0.264138,0.002938,0.0811,0.0382,0.0897,-0.0315,0.0533,0.0619,1.0589,0.1730,1.0729,1.7609
143649,0.866295,0.002938,0.0839,0.0433,0.0944,-0.0325,0.0617,0.0697,1.0699,0.3150,1.1153,2.3011
143914,0.395183,0.002938,0.0850,0.0463,0.0968,-0.0293,0.0653,0.0715,1.0575,0.2145,1.0790,1.9078
144181,0.523303,0.002938,0.0773,0.0244,0.0810,-0.0344,0.0377,0.0510,1.0536,0.2267,1.0777,2.0385
144444,0.041046,0.002938,0.0750,0.0159,0.0767,-0.0285,0.0430,0.0516,1.0185,0.1102,1.0244,1.3494
144707,0.251253,0.002938,0.0829,0.0350,0.0900,-0.0307,0.0583,0.0659,1.0459,0.1851,1.0622,1.7418
144970,0.506270,0.002938,0.0787,0.0387,0.0877,-0.0351,0.0578,0.0676,1.0593,0.2115,1.0803,2.0217
145233,0.012659,0.002938,0.0705,0.0213,0.0737,-0.0267,0.0488,0.0556,1.0323,0.0811,1.0355,1.2301
145492,0.544858,0.002938,0.0849,0.0448,0.0959,-0.0408,0.0496,0.0643,1.0685,0.2363,1.0943,2.0538
145767,0.005471,0.002938,0.0779,0.0076,0.0783,-0.0302,0.0379,0.0484,1.0372,0.0593,1.0389,1.1855
146029,0.144910,0.002938,0.0772,0.0284,0.0823,-0.0357,0.0327,0.0484,1.0497,0.1567,1.0614,1.5860
146291,0.010673,0.002938,0.0762,0.0138,0.0774,-0.0296,0.0399,0.0497,1.0354,0.0717,1.0379,1.2228
146548,0.036491,0.002938,0.0773,0.0088,0.0778,-0.0330,0.0397,0.0517,1.0397,0.0802,1.0428,1.3417
146811,0.047554,0.002938,0.0792,0.0334,0.0860,-0.0263,0.0631,0.0684,1.0377,0.1099,1.0435,1.3672
147590,0.014670,0.002938,0.0762,0.0135,0.0774,-0.0277,0.0283,0.0396,1.0473,0.0695,1.0496,1.2489
156462,0.008427,0.002938,0.0788,0.0265,0.0832,-0.0364,0.0383,0.0528,1.0073,0.1204,1.0144,1.1670
160138,0.011274,0.002938,0.0764,0.0078,0.0768,-0.0302,0.0267,0.0403,0.9954,0.1699,1.0098,1.0899
160399,0.072224,0.002938,0.0819,0.0269,0.0861,-0.0334,0.0301,0.0450,1.0401,0.1039,1.0453,1.4428
162188,0.165925,0.002938,0.0786,0.0385,0.0875,-0.0336,0.0361,0.0493,1.0573,0.1526,1.0683,1.6220
163452,0.028375,0.002938,0.0833,0.0243,0.0868,-0.0341,0.0361,0.0497,1.0180,0.1070,1.0236,1.3008
50546,0.000197,0.000120,0.0013,0.0027,0.0030,-1.0208,0.0618,1.0227,-0.1099,0.0276,0.1133,1.1057
52594,0.000152,0.000120,0.0010,0.0028,0.0030,-1.0174,0.0600,1.0192,-0.1099,0.0301,0.1139,1.1083
59185,0.000168,0.000120,0.0005,0.0035,0.0036,-1.0181,0.0595,1.0198,-0.1087,0.0261,0.1117,1.1108
62604,0.000151,0.000120,0.0011,0.0043,0.0045,-1.0227,0.0564,1.0242,-0.1083,0.0261,0.1114,1.0989
62864,0.000383,0.000120,0.0010,0.0040,0.0041,-1.0267,0.0618,1.0286,-0.1101,0.0269,0.1134,1.1103
63127,0.000170,0.000120,0.0008,0.0037,0.0038,-1.0169,0.0609,1.0187,-0.1056,0.0272,0.1091,1.1127
63635,0.000385,0.000120,0.0009,0.0046,0.0046,-1.0214,0.0608,1.0232,-0.1061,0.0253,0.1091,1.1191
63892,0.000585,0.000120,0.0007,0.0042,0.0043,-1.0257,0.0604,1.0274,-0.1073,0.0261,0.1104,1.1229
64159,0.000477,0.000120,0.0006,0.0045,0.0045,-1.0232,0.0615,1.0251,-0.1067,0.0253,0.1097,1.1208
64410,0.000350,0.000120,0.0000,0.0048,0.0048,-1.0177,0.0594,1.0194,-0.1041,0.0243,0.1069,1.1206
64676,0.000268,0.000120,0.0013,0.0050,0.0052,-1.0211,0.0607,1.0229,-0.1062,0.0266,0.1095,1.1139
64941,0.000460,0.000120,-0.0001,0.0048,0.0048,-1.0231,0.0601,1.0248,-0.1060,0.0242,0.1087,1.1206
65211,0.000603,0.000120,0.0003,0.0047,0.0047,-1.0241,0.0630,1.0261,-0.1063,0.0256,0.1094,1.1240
65480,0.000254,0.000120,0.0009,0.0042,0.0043,-1.0219,0.0597,1.0237,-0.1086,0.0260,0.1117,1.1122
65742,0.000466,0.000120,0.0001,0.0055,0.0055,-1.0239,0.0581,1.0256,-0.1059,0.0260,0.1090,1.1206
66006,0.000725,0.000120,0.0005,0.0059,0.0059,-1.0242,0.0611,1.0261,-0.1040,0.0244,0.1069,1.1279
66261,0.000895,0.000120,0.0001,0.0050,0.0050,-1.0276,0.0631,1.0295,-0.1037,0.0243,0.1065,1.1293
66521,0.000756,0.000120,0.0002,0.0059,0.0059,-1.0268,0.0638,1.0288,-0.1047,0.0244,0.1075,1.1255
66782,0.000278,0.000120,0.0003,0.0050,0.0051,-1.0187,0.0590,1.0204,-0.1051,0.0257,0.1082,1.1172
67045,0.000323,0.000120,0.0004,0.0042,0.0042,-1.0167,0.0623,1.0186,-0.1041,0.0256,0.1072,1.1194
67310,0.000231,0.000120,0.0008,0.0038,0.0039,-1.0223,0.0580,1.0239,-0.1083,0.0253,0.1113,1.1108
67574,0.000140,0.000120,0.0004,0.0034,0.0034,-1.0190,0.0593,1.0207,-0.1083,0.0267,0.1116,1.1086
68341,0.000380,0.000120,0.0007,0.0045,0.0045,-1.0185,0.0602,1.0203,-0.1077,0.0268,0.1110,1.1214
68598,0.000631,0.000120,-0.0018,0.0057,0.0060,-1.0256,0.0617,1.0275,-0.1065,0.0255,0.1095,1.1236
68865,0.000662,0.000120,0.0020,0.0100,0.0102,-1.0181,0.0615,1.0199,-0.1082,0.0264,0.1114,1.1278
69125,0.000948,0.000120,0.0022,0.0084,0.0087,-1.0267,0.0636,1.0287,-0.1079,0.0247,0.1107,1.1302
69382,0.001192,0.000120,-0.0012,0.0092,0.0093,-1.0323,0.0633,1.0343,-0.1077,0.0241,0.1104,1.1308
69648,0.000148,0.000120,0.0023,0.0125,0.0127,-1.0148,0.0548,1.0162,-0.1087,0.0315,0.1131,1.1038
69910,0.001242,0.000120,-0.0040,0.0152,0.0157,-1.0314,0.0642,1.0334,-0.1028,0.0259,0.1060,1.1298
70173,0.000768,0.000120,0.0017,0.0122,0.0123,-1.0167,0.0596,1.0184,-0.1069,0.0309,0.1113,1.1307
70440,0.000617,0.000120,-0.0028,0.0191,0.0193,-1.0165,0.0546,1.0179,-0.1020,0.0357,0.1081,1.1199
70700,0.000978,0.000120,0.0034,0.0248,0.0250,-1.0225,0.0583,1.0241,-0.1088,0.0339,0.1139,1.1197
70961,0.000314,0.000120,0.0024,0.0108,0.0111,-1.0161,0.0574,1.0178,-0.1047,0.0287,0.1086,1.1177
71226,0.000456,0.000120,0.0026,0.0190,0.0192,-1.0079,0.0558,1.0095,-0.1024,0.0321,0.1073,1.1154
71492,0.000850,0.000120,-0.0035,0.0167,0.0171,-1.0199,0.0602,1.0217,-0.1007,0.0267,0.1042,1.1275
71764,0.000711,0.000120,-0.0010,0.0126,0.0126,-1.0230,0.0576,1.0246,-0.1084,0.0289,0.1121,1.1258
72022,0.000573,0.000120,-0.0003,0.0102,0.0102,-1.0257,0.0573,1.0273,-0.1067,0.0274,0.1102,1.1211
72280,0.000279,0.000120,0.0014,0.0082,0.0084,-1.0219,0.0583,1.0236,-0.1120,0.0307,0.1162,1.1089
72546,0.000332,0.000120,0.0007,0.0095,0.0095,-1.0186,0.0586,1.0203,-0.1083,0.0266,0.1115,1.1169
72809,0.000506,0.000120,0.0002,0.0121,0.0121,-1.0159,0.0582,1.0176,-0.1034,0.0271,0.1069,1.1237
73070,0.000403,0.000120,0.0011,0.0114,0.0114,-1.0156,0.0570,1.0172,-0.1063,0.0278,0.1099,1.1211
73338,0.001141,0.000120,-0.0043,0.0262,0.0265,-1.0214,0.0591,1.0231,-0.1049,0.0317,0.1096,1.1231
73607,0.000162,0.000120,0.0020,0.0113,0.0115,-1.0083,0.0555,1.0098,-0.1069,0.0281,0.1105,1.1109
73872,0.000615,0.000120,0.0006,0.0154,0.0155,-1.0192,0.0586,1.0209,-0.1071,0.0321,0.1118,1.1227
74135,0.000639,0.000120,-0.0018,0.0139,0.0140,-1.0147,0.0587,1.0164,-0.1041,0.0262,0.1074,1.1266
74401,0.000449,0.000120,-0.0008,0.0104,0.0104,-1.0206,0.0584,1.0223,-0.1041,0.0293,0.1082,1.1212
74664,0.000740,0.000120,-0.0005,0.0125,0.0125,-1.0221,0.0571,1.0237,-0.1080,0.0272,0.1114,1.1275
74933,0.000403,0.000120,0.0001,0.0106,0.0106,-1.0187,0.0600,1.0205,-0.1046,0.0281,0.1083,1.1196
75204,0.000681,0.000120,-0.0001,0.0115,0.0115,-1.0218,0.0614,1.0237,-0.1057,0.0262,0.1089,1.1260
75480,0.000151,0.000120,0.0026,0.0096,0.0100,-1.0141,0.0566,1.0156,-0.1071,0.0284,0.1109,1.1109
75990,0.000817,0.000120,-0.0013,0.0097,0.0097,-1.0277,0.0614,1.0295,-0.1076,0.0284,0.1112,1.1263
76250,0.000681,0.000120,-0.0008,0.0094,0.0094,-1.0264,0.0593,1.0281,-0.1074,0.0268,0.1107,1.1240
76511,0.000899,0.000120,-0.0024,0.0112,0.0114,-1.0262,0.0604,1.0280,-0.1074,0.0255,0.1104,1.1294
76770,0.000830,0.000120,0.0010,0.0137,0.0138,-1.0279,0.0581,1.0295,-0.1128,0.0260,0.1158,1.1215
77029,0.000573,0.000120,0.0014,0.0094,0.0095,-1.0255,0.0564,1.0270,-0.1092,0.0269,0.1125,1.1213
77304,0.000583,0.000120,0.0024,0.0094,0.0096,-1.0214,0.0578,1.0230,-0.1095,0.0278,0.1130,1.1247
77570,0.000314,0.000120,0.0015,0.0100,0.0101,-1.0170,0.0571,1.0186,-0.1044,0.0282,0.1082,1.1179
77835,0.000736,0.000120,0.0014,0.0150,0.0151,-1.0201,0.0578,1.0218,-0.1046,0.0276,0.1082,1.1268
78091,0.000728,0.000120,0.0004,0.0145,0.0145,-1.0248,0.0591,1.0265,-0.1085,0.0282,0.1121,1.1223
78350,0.000452,0.000120,-0.0035,0.0093,0.0099,-1.0224,0.0613,1.0243,-0.1078,0.0296,0.1118,1.1185
78613,0.000631,0.000120,-0.0002,0.0114,0.0114,-1.0198,0.0593,1.0215,-0.1076,0.0267,0.1109,1.1259
78883,0.000227,0.000120,0.0017,0.0092,0.0093,-1.0171,0.0564,1.0187,-0.1086,0.0268,0.1118,1.1136
79150,0.000704,0.000120,0.0030,0.0096,0.0101,-1.0206,0.0582,1.0223,-0.1075,0.0264,0.1106,1.1290
79412,0.000305,0.000120,-0.0001,0.0120,0.0120,-1.0190,0.0581,1.0206,-0.1040,0.0274,0.1075,1.1137
79673,0.000484,0.000120,-0.0000,0.0114,0.0114,-1.0170,0.0608,1.0188,-0.1027,0.0256,0.1058,1.1222
79936,0.000544,0.000120,-0.0027,0.0095,0.0099,-1.0183,0.0610,1.0202,-0.1021,0.0245,0.1050,1.1246
80200,0.000374,0.000120,-0.0017,0.0096,0.0097,-1.0196,0.0608,1.0214,-0.1054,0.0287,0.1092,1.1183
80465,0.000462,0.000120,0.0007,0.0081,0.0081,-1.0176,0.0574,1.0192,-0.1102,0.0269,0.1134,1.1234
80721,0.000668,0.000120,-0.0003,0.0075,0.0075,-1.0269,0.0592,1.0286,-0.1091,0.0270,0.1124,1.1236
80983,0.000455,0.000120,-0.0006,0.0077,0.0077,-1.0265,0.0577,1.0281,-0.1040,0.0246,0.1069,1.1156
81253,0.000569,0.000120,0.0004,0.0076,0.0076,-1.0260,0.0587,1.0277,-0.1056,0.0263,0.1088,1.1215
81522,0.000599,0.000120,0.0012,0.0093,0.0093,-1.0287,0.0577,1.0303,-0.1060,0.0285,0.1098,1.1186
81793,0.000779,0.000120,-0.0001,0.0105,0.0105,-1.0282,0.0583,1.0298,-0.1064,0.0289,0.1102,1.1253
82064,0.000640,0.000120,-0.0014,0.0125,0.0126,-1.0240,0.0602,1.0257,-0.1082,0.0270,0.1116,1.1219
82331,0.000280,0.000120,0.0022,0.0086,0.0089,-1.0149,0.0568,1.0165,-0.1086,0.0271,0.1120,1.1178
82591,0.000473,0.000120,0.0001,0.0166,0.0166,-1.0117,0.0585,1.0134,-0.1034,0.0324,0.1083,1.1202
82851,0.000770,0.000120,-0.0032,0.0134,0.0138,-1.0199,0.0604,1.0217,-0.1017,0.0252,0.1047,1.1283
83116,0.000764,0.000120,-0.0036,0.0140,0.0145,-1.0233,0.0614,1.0251,-0.1071,0.0303,0.1113,1.1249
83381,0.000246,0.000120,0.0013,0.0137,0.0138,-1.0115,0.0564,1.0130,-0.1095,0.0307,0.1138,1.1120
83641,0.001233,0.000120,-0.0036,0.0144,0.0149,-1.0198,0.0628,1.0217,-0.1016,0.0260,0.1049,1.1384
83904,0.000621,0.000120,0.0066,0.0148,0.0162,-1.0154,0.0566,1.0170,-0.1096,0.0296,0.1135,1.1249
84171,0.001160,0.000120,0.0035,0.0197,0.0200,-1.0154,0.0568,1.0170,-0.1034,0.0297,0.1076,1.1365
84437,0.001384,0.000120,-0.0019,0.0175,0.0176,-1.0166,0.0620,1.0185,-0.1000,0.0262,0.1033,1.1401
84705,0.000806,0.000120,-0.0011,0.0186,0.0186,-1.0183,0.0596,1.0200,-0.1061,0.0280,0.1097,1.1260
84973,0.000820,0.000120,-0.0036,0.0137,0.0142,-1.0265,0.0574,1.0281,-0.1071,0.0277,0.1106,1.1255
85238,0.001045,0.000120,-0.0001,0.0172,0.0172,-1.0284,0.0582,1.0300,-0.1068,0.0264,0.1100,1.1267
85506,0.000494,0.000120,0.0039,0.0183,0.0187,-1.0130,0.0558,1.0146,-0.1046,0.0287,0.1084,1.1192
85775,0.000588,0.000120,0.0033,0.0112,0.0117,-1.0128,0.0575,1.0144,-0.1024,0.0270,0.1059,1.1277
86047,0.001013,0.000120,-0.0013,0.0142,0.0142,-1.0276,0.0590,1.0293,-0.1055,0.0275,0.1090,1.1300
86311,0.000639,0.000120,0.0032,0.0156,0.0159,-1.0160,0.0557,1.0176,-0.1110,0.0294,0.1149,1.1249
86570,0.000614,0.000120,0.0041,0.0172,0.0177,-1.0169,0.0580,1.0186,-0.1066,0.0305,0.1109,1.1227
86833,0.000931,0.000120,0.0006,0.0178,0.0178,-1.0220,0.0574,1.0237,-0.1044,0.0300,0.1086,1.1289
87102,0.001696,0.000120,-0.0007,0.0274,0.0274,-1.0244,0.0603,1.0262,-0.1071,0.0273,0.1106,1.1349
87363,0.001446,0.000120,-0.0037,0.0212,0.0215,-1.0213,0.0630,1.0233,-0.1016,0.0265,0.1050,1.1359
87620,0.000842,0.000120,-0.0014,0.0176,0.0177,-1.0223,0.0601,1.0241,-0.1061,0.0307,0.1105,1.1251
87890,0.000713,0.000120,-0.0005,0.0129,0.0129,-1.0233,0.0604,1.0251,-0.1071,0.0285,0.1108,1.1250
88153,0.000969,0.000120,0.0007,0.0151,0.0151,-1.0239,0.0613,1.0258,-0.1082,0.0266,0.1114,1.1292
88423,0.000520,0.000120,0.0039,0.0095,0.0103,-1.0179,0.0588,1.0196,-0.1087,0.0280,0.1122,1.1243
88680,0.000560,0.000120,0.0006,0.0128,0.0129,-1.0155,0.0564,1.0171,-0.1053,0.0291,0.1093,1.1257
88946,0.000719,0.000120,-0.0002,0.0154,0.0154,-1.0196,0.0564,1.0211,-0.1050,0.0275,0.1085,1.1265
89200,0.000616,0.000120,-0.0035,0.0150,0.0155,-1.0180,0.0620,1.0199,-0.1029,0.0268,0.1063,1.1220
89462,0.000964,0.000120,-0.0029,0.0177,0.0179,-1.0225,0.0599,1.0243,-0.1052,0.0267,0.1085,1.1280
89724,0.000812,0.000120,0.0022,0.0189,0.0191,-1.0189,0.0590,1.0207,-0.1050,0.0283,0.1087,1.1261
90004,0.000864,0.000120,0.0013,0.0180,0.0181,-1.0236,0.0572,1.0252,-0.1066,0.0275,0.1101,1.1254
90266,0.000340,0.000120,0.0022,0.0134,0.0136,-1.0139,0.0540,1.0154,-0.1062,0.0278,0.1098,1.1182
90531,0.000728,0.000120,0.0025,0.0103,0.0106,-1.0213,0.0572,1.0229,-0.1061,0.0277,0.1097,1.1295
90790,0.000794,0.000120,-0.0024,0.0105,0.0108,-1.0296,0.0584,1.0312,-0.1072,0.0263,0.1104,1.1236
91053,0.001473,0.000120,-0.0042,0.0197,0.0201,-1.0285,0.0602,1.0302,-0.1049,0.0252,0.1079,1.1344
91315,0.001933,0.000120,0.0038,0.0195,0.0199,-1.0318,0.0595,1.0335,-0.1092,0.0252,0.1120,1.1411
91569,0.001223,0.000120,0.0027,0.0147,0.0150,-1.0326,0.0629,1.0345,-0.1073,0.0266,0.1106,1.1281
91831,0.000604,0.000120,0.0008,0.0111,0.0112,-1.0227,0.0562,1.0242,-0.1071,0.0299,0.1112,1.1245
92339,0.000610,0.000120,-0.0018,0.0114,0.0115,-1.0225,0.0580,1.0242,-0.1071,0.0268,0.1104,1.1240
92591,0.000715,0.000120,-0.0051,0.0112,0.0123,-1.0228,0.0593,1.0245,-0.1068,0.0266,0.1100,1.1265
92852,0.001211,0.000120,0.0006,0.0212,0.0212,-1.0240,0.0600,1.0258,-0.1062,0.0271,0.1096,1.1306
93118,0.005203,0.000120,0.0039,0.0641,0.0642,-1.0222,0.0608,1.0240,-0.1081,0.0314,0.1126,1.1299
93381,0.001146,0.000120,0.0002,0.0274,0.0274,-1.0233,0.0576,1.0249,-0.1081,0.0297,0.1121,1.1206
93645,0.000735,0.000120,0.0025,0.0148,0.0150,-1.0227,0.0579,1.0244,-0.1059,0.0286,0.1097,1.1250
93911,0.000212,0.000120,-0.0010,0.0139,0.0139,-1.0149,0.0558,1.0164,-0.1072,0.0293,0.1112,1.1087
94173,0.000238,0.000120,0.0010,0.0154,0.0154,-1.0153,0.0574,1.0169,-0.1048,0.0289,0.1087,1.1079
94435,0.001168,0.000120,0.0005,0.0166,0.0166,-1.0276,0.0620,1.0295,-0.1050,0.0325,0.1099,1.1312
94693,0.000363,0.000120,0.0001,0.0200,0.0200,-1.0104,0.0546,1.0119,-0.1100,0.0333,0.1149,1.0986
94958,0.001906,0.000120,-0.0074,0.0230,0.0241,-1.0338,0.0643,1.0358,-0.1041,0.0338,0.1094,1.1347
95223,0.000333,0.000120,0.0060,0.0122,0.0135,-1.0155,0.0564,1.0171,-0.1100,0.0302,0.1141,1.1159
95483,0.000332,0.000120,0.0002,0.0130,0.0130,-1.0212,0.0593,1.0229,-0.1037,0.0298,0.1079,1.1115
95741,0.000335,0.000120,0.0042,0.0169,0.0174,-1.0118,0.0546,1.0132,-0.1127,0.0358,0.1183,1.1047
96011,0.004213,0.000120,-0.0009,0.0379,0.0379,-1.0354,0.0645,1.0375,-0.1092,0.0453,0.1182,1.1547
96271,0.008845,0.000120,-0.0127,0.0646,0.0659,-1.0310,0.0664,1.0331,-0.1025,0.0841,0.1325,1.1547
96530,0.003682,0.000120,0.0099,0.0421,0.0432,-1.0396,0.0595,1.0413,-0.1094,0.0300,0.1135,1.1403
96794,0.002563,0.000120,0.0019,0.0123,0.0124,-1.0466,0.0603,1.0484,-0.1112,0.0228,0.1135,1.1414
97062,0.002786,0.000120,0.0003,0.0105,0.0105,-1.0466,0.0615,1.0484,-0.1083,0.0207,0.1102,1.1462
97322,0.002898,0.000120,0.0004,0.0100,0.0100,-1.0498,0.0629,1.0517,-0.1081,0.0204,0.1100,1.1434
97580,0.003578,0.000120,0.0007,0.0100,0.0100,-1.0557,0.0620,1.0575,-0.1104,0.0190,0.1120,1.1463
97843,0.003355,0.000120,0.0002,0.0105,0.0105,-1.0533,0.0619,1.0551,-0.1106,0.0183,0.1121,1.1460
98105,0.003705,0.000120,0.0004,0.0106,0.0106,-1.0560,0.0622,1.0578,-0.1099,0.0202,0.1118,1.1481
98370,0.002820,0.000120,-0.0007,0.0108,0.0108,-1.0477,0.0605,1.0494,-0.1074,0.0202,0.1093,1.1454
98631,0.002712,0.000120,-0.0010,0.0115,0.0115,-1.0450,0.0593,1.0467,-0.1068,0.0201,0.1087,1.1471
98895,0.002658,0.000120,-0.0009,0.0113,0.0113,-1.0453,0.0615,1.0471,-0.1075,0.0195,0.1092,1.1451
99160,0.003031,0.000120,0.0001,0.0110,0.0110,-1.0485,0.0629,1.0504,-0.1067,0.0209,0.1087,1.1476
99422,0.002797,0.000120,-0.0000,0.0098,0.0098,-1.0483,0.0628,1.0502,-0.1093,0.0205,0.1112,1.1438
99691,0.002268,0.000120,-0.0007,0.0093,0.0094,-1.0436,0.0625,1.0455,-0.1081,0.0211,0.1102,1.1405
99953,0.002690,0.000120,-0.0009,0.0098,0.0098,-1.0445,0.0617,1.0463,-0.1079,0.0204,0.1098,1.1473
100216,0.001873,0.000120,-0.0012,0.0098,0.0099,-1.0405,0.0594,1.0422,-0.1079,0.0204,0.1098,1.1370
100491,0.002657,0.000120,0.0001,0.0104,0.0104,-1.0470,0.0631,1.0489,-0.1094,0.0199,0.1112,1.1425
100753,0.002080,0.000120,-0.0001,0.0097,0.0097,-1.0443,0.0612,1.0461,-0.1112,0.0216,0.1133,1.1354
101027,0.001880,0.000120,-0.0011,0.0097,0.0098,-1.0371,0.0642,1.0390,-0.1093,0.0198,0.1111,1.1398
101294,0.001179,0.000120,-0.0010,0.0103,0.0104,-1.0364,0.0598,1.0381,-0.1096,0.0206,0.1115,1.1241
101550,0.000934,0.000120,-0.0010,0.0086,0.0087,-1.0312,0.0604,1.0329,-0.1092,0.0191,0.1109,1.1245
101815,0.000655,0.000120,-0.0025,0.0097,0.0100,-1.0236,0.0627,1.0255,-0.1090,0.0205,0.1109,1.1226
102088,0.000775,0.000120,-0.0033,0.0100,0.0105,-1.0233,0.0605,1.0250,-0.1073,0.0185,0.1089,1.1269
102340,0.000662,0.000120,-0.0018,0.0086,0.0088,-1.0265,0.0596,1.0283,-0.1089,0.0209,0.1108,1.1219
102603,0.000596,0.000120,-0.0018,0.0090,0.0092,-1.0303,0.0589,1.0320,-0.1093,0.0215,0.1114,1.1128
102865,0.000359,0.000120,-0.0028,0.0094,0.0098,-1.0203,0.0613,1.0221,-0.1087,0.0207,0.1107,1.1137
103120,0.000748,0.000120,-0.0029,0.0097,0.0101,-1.0274,0.0592,1.0291,-0.1108,0.0198,0.1125,1.1223
103382,0.001103,0.000120,-0.0011,0.0105,0.0105,-1.0335,0.0617,1.0353,-0.1106,0.0193,0.1123,1.1249
103644,0.000604,0.000120,-0.0022,0.0094,0.0097,-1.0225,0.0620,1.0244,-0.1086,0.0198,0.1104,1.1221
103909,0.000458,0.000120,-0.0032,0.0096,0.0101,-1.0186,0.0613,1.0204,-0.1089,0.0194,0.1106,1.1187
104172,0.000499,0.000120,-0.0033,0.0108,0.0113,-1.0194,0.0611,1.0213,-0.1082,0.0190,0.1099,1.1187
104431,0.000557,0.000120,-0.0038,0.0095,0.0102,-1.0198,0.0615,1.0216,-0.1084,0.0189,0.1101,1.1217
104692,0.000693,0.000120,-0.0028,0.0091,0.0095,-1.0294,0.0586,1.0311,-0.1110,0.0216,0.1131,1.1186
104956,0.000912,0.000120,-0.0023,0.0096,0.0099,-1.0321,0.0617,1.0339,-0.1112,0.0206,0.1131,1.1213
105224,0.001278,0.000120,-0.0002,0.0110,0.0110,-1.0366,0.0614,1.0384,-0.1119,0.0206,0.1138,1.1254
105491,0.000559,0.000120,-0.0022,0.0094,0.0097,-1.0261,0.0608,1.0279,-0.1099,0.0189,0.1115,1.1159
105767,0.000491,0.000120,-0.0033,0.0096,0.0101,-1.0228,0.0598,1.0245,-0.1104,0.0196,0.1121,1.1169
