timestamp_ms,ax,ay,az,gx,gy,gz 
60820,0.0793,-0.0137,0.9968,0.1832,-2.4580,-0.7023
60830,0.0706,-0.0005,1.0376,0.2290,-2.5649,-0.6565
60840,0.0767,-0.0166,1.0835,0.2290,-2.5191,-0.7481
60850,0.0747,-0.0513,1.0779,0.1679,-2.5954,-0.8244
60860,0.0806,-0.0713,1.0393,0.1527,-2.4122,-0.9618
60870,0.0842,-0.0564,0.9980,0.2137,-2.5954,-0.4275
60880,0.0754,-0.0120,0.9983,0.2901,-2.5038,-0.1985
60890,0.0723,0.0012,1.0464,0.1679,-2.6412,-0.8702
60900,0.0774,-0.0164,1.0815,0.1985,-2.5038,-0.6870
60910,0.0713,-0.0520,1.0811,0.2748,-2.4885,-1.0840
60920,0.0806,-0.0737,1.0415,0.2595,-2.5802,-0.7634
60930,0.0854,-0.0535,1.0020,0.1374,-2.5038,-0.6870
60940,0.0793,-0.0115,0.9978,0.2290,-2.5038,-0.6260
60950,0.0730,-0.0015,1.0535,0.1679,-2.5038,-0.9466
60960,0.0757,-0.0208,1.0779,0.1679,-2.6260,-0.6412
60970,0.0737,-0.0557,1.0815,0.2443,-2.3969,-0.4580
60980,0.0818,-0.0769,1.0410,0.1527,-2.7176,-1.2672
60990,0.0828,-0.0327,0.9976,0.1527,-2.5649,-0.7634
61000,0.0720,-0.0012,1.0208,0.2290,-2.6718,-0.7481
61010,0.0725,-0.0068,1.0735,0.2443,-2.4275,-0.3511
61020,0.0789,-0.0432,1.0862,0.1679,-2.7176,-1.0382
61030,0.0789,-0.0688,1.0505,0.2595,-2.4885,-0.8702
61040,0.0852,-0.0693,1.0095,0.2595,-2.3664,-1.0534
61057,0.0779,-0.0100,0.9990,0.1527,-2.4885,-0.6718
61060,0.0684,0.0010,1.0276,0.1985,-2.4580,-0.3817
61070,0.0718,-0.0115,1.0750,0.1374,-2.5802,-0.9618
61080,0.0752,-0.0464,1.0862,0.1527,-2.6260,-0.9771
61090,0.0801,-0.0701,1.0491,0.2443,-2.5649,-0.9618
61100,0.0867,-0.0652,1.0059,0.2137,-2.5038,-1.1450
61110,0.0818,-0.0205,0.9966,0.1679,-2.4885,-0.2748
61120,0.0718,0.0005,1.0352,0.3359,-2.6565,-0.3817
61130,0.0750,-0.0151,1.0774,0.1985,-2.4733,-0.2290
61140,0.0720,-0.0498,1.0808,0.1069,-2.6870,-0.8397
61150,0.0815,-0.0715,1.0466,0.3206,-2.4427,-1.0840
61160,0.0837,-0.0615,1.0090,0.1679,-2.6107,-0.7328
61170,0.0764,-0.0195,0.9956,0.1832,-2.3664,-0.4122
61180,0.0742,0.0015,1.0437,0.2901,-2.5344,-1.0992
61190,0.0747,-0.0178,1.0796,0.1679,-2.6260,-0.6412
61200,0.0713,-0.0483,1.0825,0.1985,-2.4733,-0.9008
61210,0.0820,-0.0718,1.0435,0.2137,-2.4733,-0.7786
61220,0.0854,-0.0552,1.0066,0.1832,-2.5496,-0.8702
61230,0.0771,-0.0164,0.9927,0.3511,-2.5802,-0.1985
61240,0.0742,0.0005,1.0410,0.1374,-2.4580,-0.6107
61250,0.0762,-0.0120,1.0796,0.1679,-2.6107,-0.8092
61260,0.0757,-0.0500,1.0784,0.3206,-2.4122,-0.5954
61270,0.0808,-0.0745,1.0415,0.1527,-2.7176,-0.6870
61280,0.0842,-0.0569,1.0034,0.2290,-2.5038,-0.6412
61290,0.0754,-0.0154,0.9968,0.3511,-2.5496,-1.2519
61311,0.0747,-0.0320,1.0811,0.1679,-2.6870,-0.8092
61320,0.0750,-0.0500,1.0859,0.2290,-2.4885,-0.8702
61330,0.0847,-0.0703,1.0168,0.1832,-2.6260,-0.7786
61340,0.0781,-0.0334,1.0012,0.1374,-2.5496,-0.4122
61350,0.0742,-0.0012,1.0107,0.2443,-2.5344,-0.5038
61360,0.0752,-0.0056,1.0681,0.2443,-2.5344,-0.6107
61370,0.0801,-0.0359,1.0881,0.0763,-2.6412,-0.4885
61380,0.0747,-0.0681,1.0601,0.2137,-2.4885,-0.5954
61390,0.0850,-0.0684,1.0115,0.2443,-2.5344,-0.8397
61400,0.0820,-0.0344,1.0005,0.2290,-2.6565,-0.4885
61410,0.0715,-0.0049,1.0171,0.2443,-2.3969,-1.0382
61420,0.0735,-0.0063,1.0737,0.1832,-2.5496,-0.8397
61430,0.0720,-0.0369,1.0830,0.1985,-2.5649,-0.6412
61440,0.0742,-0.0671,1.0564,0.2443,-2.5802,-0.7786
61450,0.0823,-0.0669,1.0144,0.1374,-2.4733,-0.8092
61460,0.0815,-0.0310,0.9961,0.3359,-2.6260,-1.2061
61470,0.0742,-0.0002,1.0188,0.2901,-2.4275,-0.5802
61480,0.0730,-0.0090,1.0769,0.1527,-2.4580,-0.7786
61490,0.0762,-0.0383,1.0813,0.2595,-2.6870,-0.3969
61500,0.0786,-0.0703,1.0569,0.2137,-2.4885,-0.9618
61510,0.0845,-0.0686,1.0103,0.1374,-2.5802,-0.6718
61520,0.0781,-0.0227,0.9922,0.3359,-2.3969,-0.6718
61530,0.0750,-0.0039,1.0283,0.2595,-2.5649,-0.7786
61540,0.0752,-0.0103,1.0803,0.1985,-2.5649,-0.7634
61550,0.0735,-0.0439,1.0781,0.2748,-2.5191,-0.9771
61567,0.0859,-0.0618,1.0100,0.1832,-2.3969,-0.8397
61570,0.0859,-0.0618,1.0100,0.1832,-2.3969,-0.8397
61580,0.0769,-0.0171,0.9961,0.2748,-2.4580,-0.5802
61590,0.0732,0.0007,1.0430,0.1832,-2.6565,-0.6412
61600,0.0740,-0.0115,1.0745,0.2443,-2.5038,-0.4122
61610,0.0728,-0.0542,1.0830,0.2748,-2.4885,-0.8702
61620,0.0833,-0.0754,1.0432,0.1985,-2.6565,-0.7023
61630,0.0801,-0.0571,1.0007,0.2595,-2.3664,-0.3206
61640,0.0754,-0.0151,0.9983,0.2443,-2.4580,-0.6412
61655,0.0691,-0.0061,1.0701,0.1527,-2.4122,-0.6718
61660,0.0745,-0.0156,1.0764,0.2137,-2.4427,-0.5038
61670,0.0786,-0.0679,1.0642,0.2748,-2.5344,-0.6107
61680,0.0833,-0.0688,1.0107,0.1679,-2.4427,-1.0229
61690,0.0798,-0.0317,0.9985,0.1832,-2.6412,-0.8244
61700,0.0725,-0.0012,1.0173,0.2748,-2.4427,-1.0992
61710,0.0759,-0.0083,1.0735,0.1985,-2.6107,-0.8397
61720,0.0750,-0.0417,1.0796,0.0916,-2.5038,-0.9771
61730,0.0793,-0.0671,1.0503,0.2901,-2.3206,-0.9313
61740,0.0884,-0.0667,1.0083,0.2137,-2.4427,-0.7939
61750,0.0791,-0.0256,0.9939,0.1985,-2.5344,-0.7023
61760,0.0703,0.0015,1.0317,0.2901,-2.3206,-0.7023
61770,0.0764,-0.0137,1.0796,0.1985,-2.5649,-1.0687
61780,0.0713,-0.0513,1.0823,0.2290,-2.6107,-0.9313
61790,0.0779,-0.0723,1.0457,0.2290,-2.3969,-0.9160
61800,0.0869,-0.0586,1.0107,0.2443,-2.5954,-0.8092
61820,0.0713,-0.0012,1.0376,0.2290,-2.4733,-0.9008
61822,0.0713,-0.0012,1.0376,0.2290,-2.4733,-0.9008
61830,0.0750,-0.0134,1.0806,0.1679,-2.6412,-0.8855
61840,0.0750,-0.0518,1.0828,0.3053,-2.5191,-1.2214
61850,0.0808,-0.0742,1.0454,0.1985,-2.5802,-0.8550
61860,0.0806,-0.0547,1.0076,0.2443,-2.4275,-0.7634
61870,0.0789,-0.0117,0.9956,0.3359,-2.6412,-0.6870
61880,0.0728,-0.0042,1.0469,0.1832,-2.6107,-1.0534
61890,0.0762,-0.0164,1.0745,0.3053,-2.5344,-0.8244
61900,0.0752,-0.0542,1.0815,0.2748,-2.5496,-0.7328
61910,0.0818,-0.0740,1.0337,0.1679,-2.4733,-0.5496
61920,0.0840,-0.0535,1.0010,0.1374,-2.5344,-0.7786
61930,0.0784,-0.0105,0.9944,0.2901,-2.3969,-0.6870
61940,0.0732,-0.0027,1.0542,0.1527,-2.6107,-0.9924
61950,0.0742,-0.0186,1.0789,0.1221,-2.4580,-0.7939
61960,0.0796,-0.0559,1.0779,0.2595,-2.4427,-0.7176
61970,0.0852,-0.0725,1.0369,0.1832,-2.6718,-0.3359
61980,0.0803,-0.0474,1.0054,0.2137,-2.3511,-1.1908
61990,0.0796,-0.0098,0.9990,0.3053,-2.6107,-0.8855
62000,0.0737,-0.0007,1.0530,0.1679,-2.6107,-0.6412
62010,0.0767,-0.0417,1.0896,0.1679,-2.6565,-0.7786
62020,0.0779,-0.0691,1.0596,0.2748,-2.4122,-0.5344
62030,0.0842,-0.0676,1.0144,0.1374,-2.5038,-0.3511
62040,0.0833,-0.0293,1.0010,0.2290,-2.5191,-0.9466
62050,0.0737,-0.0020,1.0205,0.2748,-2.6107,-0.5802
62067,0.0720,-0.0212,1.0786,0.3359,-2.5191,-0.5191
62070,0.0737,-0.0386,1.0823,0.1374,-2.6412,-0.5496
62080,0.0793,-0.0654,1.0579,0.2595,-2.4275,-0.9313
62090,0.0830,-0.0671,1.0134,0.2137,-2.6412,-0.5496
62100,0.0789,-0.0251,0.9946,0.1832,-2.4580,-0.8550
62110,0.0750,0.0007,1.0264,0.2748,-2.5344,-0.5496
62120,0.0764,-0.0132,1.0759,0.2443,-2.5344,-0.7176
62130,0.0715,-0.0454,1.0815,0.1832,-2.4427,-0.9924
62140,0.0793,-0.0688,1.0552,0.1832,-2.6107,-0.8397
62150,0.0833,-0.0642,1.0078,0.1985,-2.4427,-0.9924
62160,0.0776,-0.0234,0.9915,0.1985,-2.5649,-0.7176
62170,0.0740,-0.0017,1.0347,0.2137,-2.5038,-0.5802
62180,0.0754,-0.0076,1.0769,0.1832,-2.5649,-1.4351
62190,0.0723,-0.0437,1.0806,0.2595,-2.4580,-0.6412
62200,0.0808,-0.0723,1.0527,0.2443,-2.5191,-1.0382
62210,0.0867,-0.0613,1.0027,0.1679,-2.5649,-0.8702
62220,0.0798,-0.0217,0.9937,0.2443,-2.5038,-0.6412
62230,0.0730,-0.0020,1.0383,0.2443,-2.5954,-0.9618
62240,0.0754,-0.0112,1.0776,0.2137,-2.5038,-1.1756
62250,0.0730,-0.0479,1.0786,0.2595,-2.5649,-1.1145
62260,0.0798,-0.0713,1.0503,0.1679,-2.5496,-0.6870
62270,0.0820,-0.0574,1.0012,0.2443,-2.5191,-1.0992
62280,0.0791,-0.0188,0.9941,0.3053,-2.5649,-1.1145
62290,0.0747,-0.0027,1.0422,0.1679,-2.5954,-0.7634
62300,0.0764,-0.0115,1.0764,0.1985,-2.4885,-0.6412
62326,0.0825,-0.0618,1.0051,0.2595,-2.5191,-0.7939
62330,0.0825,-0.0618,1.0051,0.2595,-2.5191,-0.7939
62340,0.0825,-0.0225,0.9963,0.2901,-2.5344,-1.0382
62350,0.0718,-0.0051,1.0608,0.2137,-2.6107,-0.7176
62360,0.0764,-0.0283,1.0852,0.1832,-2.6260,-0.5954
62370,0.0750,-0.0613,1.0715,0.2748,-2.4733,-1.0076
62380,0.0825,-0.0730,1.0261,0.2595,-2.4885,-1.1908
62390,0.0825,-0.0410,0.9993,0.2137,-2.6260,-0.7481
62400,0.0742,-0.0056,1.0095,0.2290,-2.3511,-0.8397
62410,0.0710,-0.0027,1.0662,0.1069,-2.7176,-0.8397
62420,0.0735,-0.0300,1.0781,0.2290,-2.4427,-0.6718
62430,0.0747,-0.0625,1.0708,0.2595,-2.5191,-0.8244
62440,0.0850,-0.0723,1.0215,0.1374,-2.4885,-1.1450
62450,0.0830,-0.0386,0.9958,0.2290,-2.4733,-1.0229
62460,0.0732,-0.0061,1.0095,0.2748,-2.5038,-0.4427
62470,0.0732,-0.0076,1.0674,0.1221,-2.5191,-1.1298
62480,0.0747,-0.0276,1.0793,0.1832,-2.6412,-0.7176
62490,0.0771,-0.0667,1.0645,0.3206,-2.4733,-0.8855
62500,0.0833,-0.0708,1.0181,0.1679,-2.5344,-1.0076
62510,0.0796,-0.0320,0.9956,0.3511,-2.6107,-0.9618
62520,0.0791,-0.0049,1.0212,0.2443,-2.4427,-0.8092
62530,0.0706,-0.0029,1.0740,0.0916,-2.6260,-0.9313
62540,0.0750,-0.0344,1.0784,0.2137,-2.5344,-0.5038
62550,0.0818,-0.0720,1.0669,0.1527,-2.5954,-0.6260
62560,0.0840,-0.0669,1.0095,0.2290,-2.5649,-0.9160
62582,0.0669,0.0000,1.0537,0.2137,-2.5954,-0.4733
62590,0.0730,-0.0061,1.0710,0.2443,-2.4885,-0.9313
62600,0.0740,-0.0413,1.0850,0.1679,-2.5954,-0.6718
62610,0.0793,-0.0713,1.0540,0.1069,-2.5191,-0.7023
62620,0.0845,-0.0623,1.0034,0.3511,-2.3359,-0.7939
62630,0.0803,-0.0276,0.9910,0.1985,-2.6718,-0.6718
62640,0.0740,-0.0010,1.0356,0.1832,-2.5191,-0.7634
62650,0.0752,-0.0085,1.0696,0.3053,-2.5191,-1.3435
62660,0.0759,-0.0464,1.0806,0.1679,-2.5191,-0.9160
62670,0.0789,-0.0713,1.0542,0.1679,-2.5344,-0.7328
62680,0.0847,-0.0571,1.0039,0.3359,-2.5496,-0.7023
62690,0.0757,-0.0034,1.0078,0.3053,-2.4580,-0.6107
62700,0.0723,-0.0044,1.0684,0.1679,-2.6565,-1.0992
62710,0.0745,-0.0315,1.0801,0.1832,-2.4885,-0.7481
62720,0.0757,-0.0625,1.0728,0.3053,-2.5191,-0.6260
62730,0.0840,-0.0710,1.0254,0.1832,-2.5191,-0.6107
62740,0.0808,-0.0408,0.9978,0.2290,-2.5038,-0.9008
62750,0.0747,-0.0051,1.0098,0.2137,-2.4733,-0.6260
62760,0.0723,-0.0059,1.0735,0.1985,-2.5344,-1.1298
62770,0.0708,-0.0303,1.0781,0.2137,-2.6565,-0.9771
62780,0.0784,-0.0671,1.0708,0.1374,-2.3511,-0.6718
62790,0.0837,-0.0688,1.0188,0.1679,-2.6412,-0.8092
62800,0.0779,-0.0332,0.9958,0.3053,-2.4580,-0.4427
62810,0.0769,-0.0056,1.0115,0.2290,-2.5038,-1.1756
62820,0.0737,-0.0029,1.0728,0.1679,-2.6107,-0.6718
62837,0.0757,-0.0537,1.0835,0.0305,-2.6412,-0.9466
62840,0.0779,-0.0706,1.0652,0.1221,-2.4885,-0.8702
62850,0.0869,-0.0684,1.0142,0.2443,-2.6107,-0.3511
62860,0.0796,-0.0322,0.9949,0.3206,-2.5954,-0.7328
62870,0.0757,-0.0056,1.0205,0.1679,-2.3664,-0.7176
62880,0.0723,-0.0024,1.0720,0.2595,-2.5954,-0.8550
62890,0.0747,-0.0349,1.0837,0.2443,-2.4733,-0.5191
62900,0.0798,-0.0701,1.0701,0.1527,-2.6107,-1.1450
62910,0.0823,-0.0637,1.0085,0.1985,-2.4733,-0.3969
62920,0.0803,-0.0293,0.9897,0.2748,-2.4275,-0.7939
62930,0.0779,-0.0046,1.0254,0.2290,-2.6718,-1.5115
62940,0.0696,-0.0071,1.0715,0.1527,-2.3969,-0.4427
62950,0.0771,-0.0383,1.0796,0.2443,-2.7023,-0.7481
62960,0.0771,-0.0720,1.0615,0.2137,-2.5344,-0.7481
62970,0.0864,-0.0642,1.0088,0.1832,-2.4733,-0.7634
62980,0.0789,-0.0288,0.9966,0.2748,-2.5038,-0.9008
62990,0.0757,-0.0027,1.0310,0.1374,-2.4733,-0.7481
63000,0.0674,-0.0049,1.0745,0.3206,-2.4580,-0.8397
63010,0.0757,-0.0449,1.0828,0.1527,-2.5038,-0.5954
63020,0.0820,-0.0715,1.0234,0.1679,-2.5038,-0.7481
63030,0.0835,-0.0464,1.0042,0.2290,-2.5954,-0.7786
63040,0.0764,-0.0034,1.0107,0.2137,-2.4885,-1.0382
63050,0.0728,-0.0042,1.0686,0.0763,-2.6870,-0.4885
63060,0.0730,-0.0298,1.0798,0.2137,-2.6565,-0.8550
63070,0.0762,-0.0676,1.0676,0.3206,-2.3511,-1.0229
63092,0.0813,-0.0305,0.9929,0.1832,-2.5496,-0.7481
63100,0.0732,-0.0010,1.0200,0.2290,-2.4275,-0.6718
63110,0.0767,-0.0107,1.0723,0.1527,-2.5649,-0.8092
63120,0.0757,-0.0420,1.0808,0.2595,-2.6260,-0.7176
63130,0.0820,-0.0691,1.0535,0.2290,-2.5344,-0.5344
63140,0.0852,-0.0654,1.0090,0.2443,-2.4427,-0.5802
63150,0.0784,-0.0210,0.9900,0.2748,-2.4275,-0.3206
63160,0.0728,-0.0063,1.0420,0.2137,-2.6260,-0.4275
63170,0.0757,-0.0159,1.0793,0.1832,-2.5191,-0.5191
63180,0.0701,-0.0510,1.0779,0.2443,-2.3359,-1.1756
63190,0.0820,-0.0769,1.0442,0.1985,-2.5954,-0.9008
63200,0.0833,-0.0540,1.0046,0.1832,-2.5344,-0.8397
63210,0.0781,-0.0139,1.0024,0.3053,-2.3511,-0.8092
63220,0.0735,-0.0010,1.0488,0.1527,-2.5649,-0.6565
63230,0.0786,-0.0166,1.0818,0.2595,-2.5344,-0.5038
63240,0.0754,-0.0593,1.0815,0.3511,-2.3664,-0.6870
63250,0.0835,-0.0740,1.0305,0.1221,-2.5954,-0.5038
63260,0.0811,-0.0459,0.9973,0.2290,-2.5802,-0.8092
63270,0.0791,-0.0081,1.0027,0.2901,-2.5344,-1.1603
63280,0.0725,-0.0022,1.0649,0.0611,-2.6107,-0.9160
63290,0.0752,-0.0259,1.0779,0.1985,-2.5649,-1.3588
63300,0.0769,-0.0647,1.0698,0.3664,-2.4122,-0.6718
63310,0.0852,-0.0718,1.0208,0.0916,-2.5649,-0.8855
63320,0.0784,-0.0393,0.9875,0.2290,-2.5496,-0.9771
63330,0.0791,-0.0056,1.0139,0.2137,-2.5191,-0.7939
63349,0.0715,-0.0342,1.0757,0.2901,-2.6260,-0.7023
63351,0.0747,-0.0552,1.0840,0.1527,-2.5649,-0.7481
63360,0.0776,-0.0688,1.0344,0.2137,-2.4580,-0.4122
63370,0.0830,-0.0537,1.0022,0.2137,-2.6260,-1.2672
63380,0.0750,-0.0110,1.0017,0.1832,-2.5649,-0.6718
63390,0.0679,0.0010,1.0549,0.1985,-2.4427,-0.5344
63400,0.0747,-0.0251,1.0820,0.1374,-2.5954,-0.7481
63410,0.0784,-0.0591,1.0801,0.2595,-2.4885,-1.0229
63420,0.0813,-0.0735,1.0220,0.2595,-2.4122,-0.9924
63430,0.0823,-0.0427,1.0059,0.2137,-2.6260,-0.4275
63440,0.0740,-0.0054,1.0076,0.2595,-2.4733,-0.7176
63450,0.0728,-0.0015,1.0671,0.2595,-2.5496,-0.5344
63460,0.0771,-0.0305,1.0806,0.1985,-2.6260,-0.6870
63470,0.0754,-0.0652,1.0735,0.2137,-2.3359,-0.5496
63480,0.0815,-0.0728,1.0173,0.2595,-2.4733,-0.8244
63490,0.0791,-0.0413,1.0005,0.1221,-2.6107,-0.7328
63500,0.0769,-0.0007,1.0105,0.2290,-2.3359,-1.0076
63510,0.0752,-0.0034,1.0710,0.1374,-2.5954,-0.6260
63520,0.0750,-0.0381,1.0823,0.0763,-2.5802,-0.8702
63530,0.0742,-0.0669,1.0608,0.2137,-2.3817,-1.1603
63540,0.0862,-0.0674,1.0159,0.1832,-2.6870,-0.3817
63550,0.0776,-0.0278,1.0000,0.1527,-2.5191,-0.8397
63560,0.0715,-0.0002,1.0195,0.2137,-2.4580,-1.0534
63570,0.0757,-0.0054,1.0813,0.2137,-2.6412,-0.9160
63580,0.0708,-0.0376,1.0840,0.2290,-2.5496,-0.6412
63598,0.0847,-0.0637,1.0129,0.1527,-2.4885,-0.7939
63600,0.0847,-0.0637,1.0129,0.1527,-2.4885,-0.7939
63610,0.0798,-0.0249,0.9910,0.3053,-2.6107,-0.7023
63620,0.0723,0.0027,1.0310,0.2748,-2.5802,-0.3206
63630,0.0735,-0.0117,1.0776,0.1069,-2.5954,-1.2824
63640,0.0718,-0.0461,1.0767,0.2748,-2.6565,-1.0534
63650,0.0789,-0.0701,1.0479,0.1069,-2.4122,-0.7786
63660,0.0864,-0.0603,1.0042,0.1832,-2.3817,-0.8092
63676,0.0720,-0.0024,1.0435,0.1832,-2.4885,-0.7634
63680,0.0720,-0.0024,1.0435,0.1832,-2.4885,-0.7634
63690,0.0713,-0.0342,1.0815,0.2443,-2.5038,-0.6260
63700,0.0762,-0.0671,1.0684,0.1985,-2.5496,-0.8397
63710,0.0825,-0.0659,1.0139,0.4122,-2.3817,-0.7481
63720,0.0833,-0.0310,0.9993,0.1374,-2.4733,-0.6412
63730,0.0745,-0.0017,1.0188,0.1985,-2.5802,-0.8855
63740,0.0757,-0.0046,1.0710,0.2443,-2.4275,-0.7481
63750,0.0776,-0.0447,1.0867,0.0763,-2.6870,-1.1908
63760,0.0789,-0.0684,1.0530,0.2290,-2.6260,-0.9008
63770,0.0857,-0.0649,1.0056,0.2901,-2.4733,-0.6870
63780,0.0793,-0.0225,1.0042,0.1069,-2.5496,-0.5802
63790,0.0740,0.0005,1.0359,0.3206,-2.4427,-0.6718
63800,0.0771,-0.0195,1.0762,0.1832,-2.5191,-0.5038
63810,0.0769,-0.0576,1.0857,0.1069,-2.6565,-0.7634
63820,0.0833,-0.0725,1.0312,0.2443,-2.4122,-1.1298
63830,0.0864,-0.0530,1.0000,0.2137,-2.3511,-0.9924
63861,0.0762,-0.0298,1.0811,0.1985,-2.5649,-0.8244
63976,0.0730,-0.0352,1.0815,0.2290,-2.4275,-0.7481
63980,0.0767,-0.0574,1.0837,0.1985,-2.4580,-0.5191
63990,0.0803,-0.0723,1.0288,0.2595,-2.4580,-0.3053
64000,0.0828,-0.0510,0.9983,0.2443,-2.4580,-0.7786
64010,0.0769,-0.0051,1.0073,0.1679,-2.5954,-1.0076
64020,0.0759,-0.0120,1.0833,0.2290,-2.5954,-0.8397
64030,0.0723,-0.0488,1.0813,0.3053,-2.4275,-0.9313
64040,0.0808,-0.0742,1.0396,0.1679,-2.5191,-0.5496
64050,0.0837,-0.0581,1.0046,0.2748,-2.5954,-0.7939
64060,0.0786,-0.0144,0.9976,0.2137,-2.5954,-0.4580
64070,0.0718,-0.0027,1.0583,0.1527,-2.6107,-0.7481
64080,0.0742,-0.0222,1.0779,0.2443,-2.4580,-0.7023
64090,0.0784,-0.0610,1.0793,0.1527,-2.5038,-1.0076
64100,0.0835,-0.0723,1.0259,0.1221,-2.7176,-0.8550
64110,0.0798,-0.0403,0.9934,0.2290,-2.4580,-0.9924
64120,0.0730,-0.0039,1.0105,0.1985,-2.4427,-1.1145
64131,0.0754,-0.0061,1.0730,0.1832,-2.4733,-0.9160
64140,0.0728,-0.0339,1.0825,0.2748,-2.4122,-0.9313
64150,0.0796,-0.0706,1.0649,0.2443,-2.5802,-0.3664
64160,0.0854,-0.0642,1.0144,0.2290,-2.6107,-0.7481
64170,0.0752,-0.0278,0.9946,0.2901,-2.4885,-0.9466
64180,0.0745,-0.0042,1.0315,0.2290,-2.5649,-1.0076
64190,0.0720,-0.0105,1.0740,0.2595,-2.5954,-0.6870
64200,0.0735,-0.0479,1.0791,0.2290,-2.4580,-0.9160
64223,0.0801,-0.0398,1.0010,0.1221,-2.7023,-0.7786
64230,0.0747,-0.0129,0.9915,0.2443,-2.5191,-0.4733
64240,0.0725,-0.0017,1.0505,0.1527,-2.4733,-1.2824
64250,0.0757,-0.0181,1.0776,0.2595,-2.4733,-1.0229
64260,0.0752,-0.0586,1.0774,0.2901,-2.5954,-0.5344
64270,0.0818,-0.0740,1.0334,0.1069,-2.7481,-1.0229
64280,0.0830,-0.0427,0.9937,0.2748,-2.4733,-0.9313
64290,0.0747,-0.0071,1.0032,0.2748,-2.4275,-0.6412
64300,0.0730,-0.0085,1.0715,0.1527,-2.5649,-0.3053
64310,0.0730,-0.0310,1.0828,0.2137,-2.5954,-0.1832
64320,0.0784,-0.0708,1.0720,0.1374,-2.5344,-0.7328
64330,0.0854,-0.0691,1.0161,0.1374,-2.5649,-0.7481
64340,0.0813,-0.0305,0.9927,0.2595,-2.4427,-0.4580
64350,0.0688,-0.0005,1.0557,0.2137,-2.6107,-0.5802
64360,0.0798,-0.0288,1.0803,0.2137,-2.6718,-0.3969
64370,0.0752,-0.0627,1.0759,0.2137,-2.5496,-1.0382
64380,0.0801,-0.0710,1.0183,0.2290,-2.6718,-1.1450
64390,0.0823,-0.0417,0.9985,0.1679,-2.5344,-1.1908
64400,0.0723,-0.0039,1.0127,0.1374,-2.5038,-0.9160
64410,0.0696,-0.0049,1.0688,0.1832,-2.5038,-0.7786
64420,0.0764,-0.0396,1.0820,0.0763,-2.7023,-0.8702
64430,0.0771,-0.0674,1.0569,0.1985,-2.4885,-0.2443
64440,0.0823,-0.0703,1.0122,0.2443,-2.4427,-0.5191
64450,0.0801,-0.0298,0.9995,0.1832,-2.5496,-0.5038
64460,0.0730,0.0002,1.0259,0.2595,-2.4733,-1.3435
64477,0.0723,-0.0300,1.0769,0.3359,-2.5496,-0.6565
64480,0.0762,-0.0518,1.0840,0.1985,-2.5344,-0.5802
64490,0.0767,-0.0725,1.0422,0.3359,-2.3969,-0.5344
64500,0.0852,-0.0562,1.0029,0.3664,-2.4885,-0.5802
64510,0.0771,-0.0112,0.9998,0.2137,-2.4580,-0.7939
64520,0.0708,-0.0034,1.0515,0.3053,-2.5191,-0.7023
64530,0.0771,-0.0259,1.0837,0.2290,-2.7328,-0.9771
64540,0.0732,-0.0620,1.0750,0.2137,-2.3511,-0.7481
64550,0.0820,-0.0688,1.0186,0.2137,-2.4427,-0.5496
64560,0.0852,-0.0405,0.9995,0.1832,-2.4885,-0.2443
64570,0.0757,-0.0037,1.0115,0.1985,-2.4580,-0.6870
64580,0.0728,-0.0076,1.0708,0.2290,-2.5496,-0.8550
64590,0.0728,-0.0405,1.0879,0.1221,-2.6412,-0.9618
64600,0.0764,-0.0715,1.0554,0.3359,-2.4275,-0.6412
64610,0.0845,-0.0645,1.0117,0.2137,-2.4275,-0.4885
64620,0.0815,-0.0215,1.0044,0.2137,-2.6870,-0.9771
64630,0.0732,0.0007,1.0354,0.3053,-2.6412,-1.2061
64640,0.0767,-0.0171,1.0754,0.2290,-2.4427,-0.8855
64650,0.0750,-0.0544,1.0828,0.1832,-2.4580,-0.2443
64660,0.0828,-0.0706,1.0364,0.3359,-2.4122,-0.8092
64670,0.0847,-0.0527,1.0029,0.1985,-2.4580,-0.7634
64685,0.0710,-0.0029,1.0596,0.2595,-2.6260,-0.9466
64690,0.0732,-0.0112,1.0732,0.2137,-2.5191,-0.5649
64700,0.0745,-0.0474,1.0798,0.2901,-2.5344,0.0916
64710,0.0813,-0.0732,1.0452,0.2290,-2.5802,-0.5038
64733,0.0771,-0.0154,0.9956,0.2901,-2.6260,-0.4580
64740,0.0723,-0.0024,1.0564,0.1832,-2.6718,-0.5191
64750,0.0745,-0.0208,1.0728,0.2901,-2.3969,-1.0229
64760,0.0742,-0.0645,1.0752,0.2595,-2.4122,-0.9160
64770,0.0825,-0.0728,1.0300,0.1832,-2.6870,-0.7176
64780,0.0776,-0.0444,0.9961,0.2290,-2.5954,-0.3817
64790,0.0781,-0.0071,1.0085,0.1985,-2.3817,-0.3969
64800,0.0737,-0.0029,1.0754,0.1679,-2.5344,-0.8244
64810,0.0752,-0.0354,1.0798,0.2137,-2.3969,-0.8702
64820,0.0769,-0.0718,1.0630,0.0916,-2.4885,-0.8855
64830,0.0840,-0.0669,1.0093,0.1832,-2.6412,-1.3893
64840,0.0757,-0.0278,0.9932,0.2748,-2.6565,-0.5649
64850,0.0735,-0.0061,1.0371,0.0916,-2.5954,-0.8702
64860,0.0718,-0.0129,1.0781,0.2137,-2.5038,-0.7786
64870,0.0730,-0.0518,1.0818,0.1832,-2.4275,-0.7786
